name,genre,score,director,star,budget_x,gross_x,director_name,actor_2_name,gross_y,genres,actor_1_name,movie_title,budget_y,imdb_score,Director,Actors,Total_Gross,main_genre,budget,id,imdb_id,original_language,original_title,revenue
The Hudsucker Proxy,Comedy,7.2,Joel Coen,Tim Robbins,40000000.0,2816518.0,Joel Coen,Bill Cobbs,2869369.0,Comedy|Fantasy,Jennifer Jason Leigh,The Hudsucker Proxy,30000000.0,7.3,,,,,,,,,,
Timecop,Action,5.9,Peter Hyams,Jean-Claude Van Damme,27000000.0,101646581.0,Peter Hyams,Bruce McGill,44450000.0,Action|Crime|Sci-Fi|Thriller,Mia Sara,Timecop,27000000.0,5.8,,,,,,,,,,
The Santa Clause,Comedy,6.5,John Pasquin,Tim Allen,22000000.0,190539357.0,John Pasquin,Eric Lloyd,144833357.0,Comedy|Drama|Family|Fantasy,Judge Reinhold,The Santa Clause,22000000.0,6.4,,,,,,,,,,
The Specialist,Action,5.6,Luis Llosa,Sylvester Stallone,45000000.0,170362582.0,Luis Llosa,Rod Steiger,57362581.0,Action|Crime|Drama|Romance|Thriller,Sylvester Stallone,The Specialist,45000000.0,5.4,,,,,,,,,,
Serial Mom,Comedy,6.8,John Waters,Kathleen Turner,13000000.0,7820688.0,John Waters,Sam Waterston,7881335.0,Comedy|Crime|Thriller,Kathleen Turner,Serial Mom,13000000.0,6.7,,,,,,,,,,
The Shadow,Action,6.1,Russell Mulcahy,Alec Baldwin,25000000.0,48063435.0,Russell Mulcahy,Peter Boyle,32055248.0,Action|Adventure|Crime|Fantasy|Mystery|Thriller,Jonathan Winters,The Shadow,25000000.0,6.0,,,,,,,,,,
Don Juan DeMarco,Comedy,6.7,Jeremy Leven,Johnny Depp,25000000.0,68792531.0,Jeremy Leven,Marlon Brando,22200000.0,Comedy|Drama|Romance,Johnny Depp,Don Juan DeMarco,25000000.0,6.8,,,,,,,,,,
Exotica,Drama,7.1,Atom Egoyan,Bruce Greenwood,,4221036.0,Atom Egoyan,Mia Kirshner,5132222.0,Drama|Mystery|Romance,Bruce Greenwood,Exotica,2000000.0,7.2,,,,,,,,,,
PCU,Comedy,6.6,Hart Bochner,Jeremy Piven,8000000.0,4330020.0,Hart Bochner,Matt Ross,4350774.0,Comedy,Jon Favreau,PCU,8000000.0,6.5,,,,,,,,,,
The Postman,Biography,7.7,Michael Radford,Massimo Troisi,3000000.0,21898920.0,Kevin Costner,Brian Anthony Wilson,17593391.0,Action|Adventure|Drama|Sci-Fi,Olivia Williams,The Postman,80000000.0,6.0,,,,,,,,,,
Police Academy: Mission to Moscow,Comedy,3.5,Alan Metter,G.W. Bailey,6200000.0,126247.0,Alan Metter,Michael Winslow,126247.0,Comedy|Crime,Christopher Lee,Police Academy: Mission to Moscow,6200000.0,3.3,,,,,,,,,,
On Deadly Ground,Action,4.6,Steven Seagal,Steven Seagal,50000000.0,38590458.0,Steven Seagal,Joan Chen,38590500.0,Action|Adventure|Thriller,Mike Starr,On Deadly Ground,50000000.0,4.4,,,,,,,,,,
Bullets Over Broadway,Comedy,7.4,Woody Allen,John Cusack,20000000.0,13383747.0,Woody Allen,Chazz Palminteri,13383737.0,Comedy|Crime,Jim Broadbent,Bullets Over Broadway,20000000.0,7.5,,,,,,,,,,
Crooklyn,Comedy,7.0,Spike Lee,Alfre Woodard,14000000.0,13642861.0,Spike Lee,Delroy Lindo,13640000.0,Comedy|Drama,Alfre Woodard,Crooklyn,14000000.0,6.9,,,,,,,,,,
The Legend of Drunken Master,Action,7.6,Chia-Liang Liu,Jackie Chan,10000000.0,11555430.0,Chia-Liang Liu,Anita Mui,11546543.0,Action|Comedy,Andy Lau,The Legend of Drunken Master,2000000.0,7.6,,,,,,,,,,
Renaissance Man,Comedy,6.2,Penny Marshall,Danny DeVito,40000000.0,24332324.0,Penny Marshall,Cliff Robertson,24332324.0,Comedy|Drama,Ed Begley Jr.,Renaissance Man,40000000.0,6.1,,,,,,,,,,
No Escape,Action,6.1,Martin Campbell,Ray Liotta,20000000.0,15339030.0,John Erick Dowdle,Claire Geare,27285953.0,Action|Thriller,Sterling Jerins,No Escape,5000000.0,6.8,,,,,,,,,,
Highlander: The Final Dimension,Action,4.5,Andrew Morahan,Christopher Lambert,26000000.0,12303080.0,Andrew Morahan,Mako,13829734.0,Action|Fantasy|Romance|Sci-Fi,Christopher Lambert,Highlander: The Final Dimension,26000000.0,4.3,,,,,,,,,,
3 Ninjas Kick Back,Action,4.6,Charles T. Kanganis,Victor Wong,20000000.0,11798854.0,Charles T. Kanganis,Dustin Nguyen,11784000.0,Action|Comedy|Family,Victor Wong,3 Ninjas Kick Back,20000000.0,4.3,,,,,,,,,,
A Low Down Dirty Shame,Action,6.0,Keenen Ivory Wayans,Keenen Ivory Wayans,10000000.0,29392418.0,Keenen Ivory Wayans,Salli Richardson-Whitfield,29392418.0,Action|Comedy|Crime,Jada Pinkett Smith,A Low Down Dirty Shame,10000000.0,5.8,,,,,,,,,,
Priest,Drama,7.1,Antonia Bird,Linus Roache,,4165845.0,Scott Stewart,Alan Dale,29136626.0,Action|Fantasy|Horror|Sci-Fi|Thriller,Josh Wingate,Priest,60000000.0,5.7,,,,,,,,,,
There Goes My Baby,Comedy,6.4,Floyd Mutrux,Dermot Mulroney,10500000.0,123509.0,Floyd Mutrux,Kelli Williams,125169.0,Comedy|Drama,Ricky Schroder,There Goes My Baby,10500000.0,6.4,,,,,,,,,,
The Inkwell,Comedy,6.4,Matty Rich,Larenz Tate,,8880705.0,Matty Rich,Joe Morton,8880705.0,Comedy|Drama|Romance,Jada Pinkett Smith,The Inkwell,,6.5,,,,,,,,,,
Rapa Nui,Action,6.4,Kevin Reynolds,Jason Scott Lee,20000000.0,305070.0,Kevin Reynolds,Jason Scott Lee,305070.0,Action|Adventure|Drama|History|Romance,Esai Morales,Rapa Nui,20000000.0,6.4,,,,,,,,,,
Clueless,Comedy,6.8,Amy Heckerling,Alicia Silverstone,12000000.0,56631572.0,Amy Heckerling,Dan Hedaya,56631572.0,Comedy|Romance,Donald Faison,Clueless,12000000.0,6.8,,,,,,,,,,
Se7en,Crime,8.6,David Fincher,Morgan Freeman,33000000.0,327333559.0,David Fincher,Brad Pitt,100125340.0,Crime|Drama|Mystery|Thriller,Morgan Freeman,Se7en,33000000.0,8.6,,,,,,,,,,
Braveheart,Biography,8.3,Mel Gibson,Mel Gibson,72000000.0,213216216.0,Mel Gibson,Patrick McGoohan,75600000.0,Biography|Drama|History|War,Mhairi Calvey,Braveheart,72000000.0,8.4,,,,,,,,,,
Apollo 13,Adventure,7.6,Ron Howard,Tom Hanks,52000000.0,355237933.0,Ron Howard,Miko Hughes,172071312.0,Adventure|Drama|History,Tom Hanks,Apollo 13,62000000.0,7.6,,,,,,,,,,
The Usual Suspects,Crime,8.5,Bryan Singer,Kevin Spacey,6000000.0,23341568.0,Bryan Singer,Chazz Palminteri,23272306.0,Crime|Drama|Mystery|Thriller,Kevin Spacey,The Usual Suspects,6000000.0,8.6,,,,,,,,,,
Casino,Crime,8.2,Martin Scorsese,Robert De Niro,52000000.0,116112375.0,Martin Scorsese,Don Rickles,42438300.0,Biography|Crime|Drama,Robert De Niro,Casino,52000000.0,8.2,,,,,,,,,,
Congo,Action,5.2,Frank Marshall,Laura Linney,50000000.0,152022101.0,Frank Marshall,Joe Don Baker,81022333.0,Action|Adventure|Mystery|Sci-Fi,Dylan Walsh,Congo,50000000.0,5.0,,,,,,,,,,
Batman Forever,Action,5.4,Joel Schumacher,Val Kilmer,100000000.0,336567158.0,Joel Schumacher,Rene Auberjonois,184031112.0,Action|Adventure|Fantasy,Michael Gough,Batman Forever,100000000.0,5.4,,,,,,,,,,
Kids,Drama,7.1,Larry Clark,Leo Fitzpatrick,1500000.0,7412216.0,Larry Clark,Leo Fitzpatrick,7417210.0,Drama,Rosario Dawson,Kids,1500000.0,7.0,,,,,,,,,,
Toy Story,Animation,8.3,John Lasseter,Tom Hanks,30000000.0,394436586.0,John Lasseter,John Ratzenberger,191796233.0,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Toy Story,30000000.0,8.3,,,,,,,,,,
Desperado,Action,7.2,Robert Rodriguez,Antonio Banderas,7000000.0,25405445.0,Robert Rodriguez,Steve Buscemi,25625110.0,Action|Crime|Thriller,Quentin Tarantino,Desperado,7000000.0,7.2,,,,,,,,,,
Die Hard with a Vengeance,Action,7.6,John McTiernan,Bruce Willis,90000000.0,366101666.0,John McTiernan,Aldis Hodge,100012500.0,Action|Adventure|Thriller,Bruce Willis,Die Hard with a Vengeance,90000000.0,7.6,,,,,,,,,,
Mortal Kombat,Action,5.8,Paul W.S. Anderson,Christopher Lambert,18000000.0,122195920.0,Paul W.S. Anderson,Cary-Hiroyuki Tagawa,70360285.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christopher Lambert,Mortal Kombat,18000000.0,5.8,,,,,,,,,,
Mallrats,Comedy,7.1,Kevin Smith,Shannen Doherty,8000000.0,2122561.0,Kevin Smith,Jason Mewes,2122561.0,Comedy|Romance,Ethan Suplee,Mallrats,6000000.0,7.2,,,,,,,,,,
12 Monkeys,Mystery,8.0,Terry Gilliam,Bruce Willis,29000001.0,168839459.0,,Kirk Acevedo,,Adventure|Drama|Mystery|Sci-Fi|Thriller,Amanda Schull,12 Monkeys,,7.6,,,,,,,,,,
Leaving Las Vegas,Drama,7.5,Mike Figgis,Nicolas Cage,3600000.0,32029928.0,Mike Figgis,Valeria Golino,31968347.0,Drama|Romance,Nicolas Cage,Leaving Las Vegas,3600000.0,7.6,,,,,,,,,,
Showgirls,Drama,4.9,Paul Verhoeven,Elizabeth Berkley,45000000.0,20358624.0,Paul Verhoeven,Elizabeth Berkley,20302961.0,Drama,Bobbie Phillips,Showgirls,45000000.0,4.6,,,,,,,,,,
Before Sunrise,Drama,8.1,Richard Linklater,Ethan Hawke,2500000.0,5987386.0,Richard Linklater,Hans Weingartner,5400000.0,Drama|Romance,Hanno Pöschl,Before Sunrise,2500000.0,8.1,,,,,,,,,,
Friday,Comedy,7.3,F. Gary Gray,Ice Cube,3500000.0,28215918.0,F. Gary Gray,John Witherspoon,27900000.0,Comedy|Drama,Nia Long,Friday,3500000.0,7.3,,,,,,,,,,
Sense and Sensibility,Drama,7.7,Ang Lee,Emma Thompson,16000000.0,134582776.0,Ang Lee,Kate Winslet,42700000.0,Drama|Romance,Alan Rickman,Sense and Sensibility,16500000.0,7.7,,,,,,,,,,
Waterworld,Action,6.2,Kevin Reynolds,Kevin Costner,175000000.0,264218220.0,Kevin Reynolds,Rick Aviles,88246220.0,Action|Adventure|Sci-Fi|Thriller,Jeanne Tripplehorn,Waterworld,175000000.0,6.1,,,,,,,,,,
GoldenEye,Action,7.2,Martin Campbell,Pierce Brosnan,60000000.0,352194034.0,Martin Campbell,Joe Don Baker,106635996.0,Action|Adventure|Thriller,Izabella Scorupco,GoldenEye,58000000.0,7.2,,,,,,,,,,
Species,Action,5.8,Roger Donaldson,Natasha Henstridge,35000000.0,113374103.0,Roger Donaldson,Marg Helgenberger,60054449.0,Action|Horror|Sci-Fi|Thriller,Natasha Henstridge,Species,35000000.0,5.8,,,,,,,,,,
Outbreak,Action,6.6,Wolfgang Petersen,Dustin Hoffman,50000000.0,189859560.0,Wolfgang Petersen,Morgan Freeman,67823573.0,Action|Drama|Thriller,Kevin Spacey,Outbreak,50000000.0,6.6,,,,,,,,,,
Four Rooms,Comedy,6.8,Directors,Tim Roth,4000000.0,4257354.0,Allison Anders,Alicia Witt,4301331.0,Comedy|Fantasy,Salma Hayek,Four Rooms,4000000.0,6.7,,,,,,,,,,
The Quick and the Dead,Action,6.4,Sam Raimi,Sharon Stone,32000000.0,18636537.0,Sam Raimi,Pat Hingle,18636537.0,Action|Thriller|Western,Leonardo DiCaprio,The Quick and the Dead,32000000.0,6.4,,,,,,,,,,
Hackers,Comedy,6.2,Iain Softley,Jonny Lee Miller,20000000.0,7563728.0,Iain Softley,Fisher Stevens,7564000.0,Comedy|Crime|Drama|Thriller,Angelina Jolie Pitt,Hackers,20000000.0,6.2,,,,,,,,,,
Casper,Comedy,6.1,Brad Silberling,Bill Pullman,50000000.0,287928194.0,Brad Silberling,Fred Rogers,100328194.0,Comedy|Family|Fantasy,Eric Idle,Casper,50000000.0,6.0,,,,,,,,,,
Tank Girl,Action,5.4,Rachel Talalay,Lori Petty,25000000.0,4064495.0,Rachel Talalay,Lori Petty,4064333.0,Action|Comedy|Sci-Fi,Naomi Watts,Tank Girl,25000000.0,5.2,,,,,,,,,,
Pocahontas,Animation,6.7,Mike Gabriel,Mel Gibson,55000000.0,346079773.0,Mike Gabriel,Frank Welker,141600000.0,Adventure|Animation|Drama|Family|History|Musical|Romance,Christian Bale,Pocahontas,55000000.0,6.6,,,,,,,,,,
Crimson Tide,Action,7.3,Tony Scott,Gene Hackman,53000000.0,157387195.0,Tony Scott,Viggo Mortensen,91400000.0,Action|Drama|Thriller|War,Denzel Washington,Crimson Tide,53000000.0,7.3,,,,,,,,,,
To Die For,Comedy,6.8,Gus Van Sant,Nicole Kidman,20000000.0,21284514.0,Gus Van Sant,Wayne Knight,21200000.0,Comedy|Crime|Drama,Kurtwood Smith,To Die For,20000000.0,6.8,,,,,,,,,,
Get Shorty,Comedy,6.9,Barry Sonnenfeld,Gene Hackman,30250000.0,115101622.0,Barry Sonnenfeld,Rene Russo,72077000.0,Comedy|Crime|Thriller,Delroy Lindo,Get Shorty,30250000.0,6.9,,,,,,,,,,
Babe,Comedy,6.8,Chris Noonan,James Cromwell,30000000.0,254134910.0,Chris Noonan,Christine Cavanaugh,66600000.0,Comedy|Drama|Family,Miriam Margolyes,Babe,30000000.0,6.8,,,,,,,,,,
Dead Man Walking,Crime,7.5,Tim Robbins,Susan Sarandon,11000000.0,39363635.0,Tim Robbins,Celia Weston,39025000.0,Crime|Drama,Lois Smith,Dead Man Walking,11000000.0,7.6,,,,,,,,,,
The Bridges of Madison County,Drama,7.6,Clint Eastwood,Clint Eastwood,24000000.0,182016617.0,Clint Eastwood,Meryl Streep,70960517.0,Drama|Romance,Clint Eastwood,The Bridges of Madison County,35000000.0,7.5,,,,,,,,,,
Cutthroat Island,Action,5.7,Renny Harlin,Geena Davis,98000000.0,10017322.0,Renny Harlin,Frank Langella,11000000.0,Action|Adventure|Comedy,Christopher Masterson,Cutthroat Island,98000000.0,5.6,,,,,,,,,,
Copycat,Drama,6.6,Jon Amiel,Sigourney Weaver,20000000.0,32051917.0,Jon Amiel,Holly Hunter,32051917.0,Crime|Drama|Mystery|Thriller,William McNamara,Copycat,20000000.0,6.6,,,,,,,,,,
The American President,Comedy,6.8,Rob Reiner,Michael Douglas,62000000.0,107879496.0,Rob Reiner,Samantha Mathis,65000000.0,Comedy|Drama|Romance,Shawna Waldron,The American President,62000000.0,6.8,,,,,,,,,,
Under Siege 2: Dark Territory,Action,5.5,Geoff Murphy,Steven Seagal,60000000.0,104324083.0,Geoff Murphy,Brenda Bakke,50024083.0,Action|Thriller,Peter Greene,Under Siege 2: Dark Territory,60000000.0,5.4,,,,,,,,,,
Mr. Holland's Opus,Drama,7.3,Stephen Herek,Richard Dreyfuss,23000000.0,106269971.0,Stephen Herek,Olympia Dukakis,82528097.0,Drama|Music,Alicia Witt,Mr. Holland's Opus,6500000.0,7.3,,,,,,,,,,
The Prophecy,Action,6.5,Gregory Widen,Christopher Walken,8000000.0,16115878.0,Gregory Widen,Adam Goldberg,16115878.0,Action|Fantasy|Horror|Mystery|Thriller,Viggo Mortensen,The Prophecy,8000000.0,6.6,,,,,,,,,,
Ace Ventura: When Nature Calls,Adventure,6.4,Steve Oedekerk,Jim Carrey,30000000.0,212385533.0,Steve Oedekerk,Bob Gunton,108360000.0,Adventure|Comedy,Bruce Spence,Ace Ventura: When Nature Calls,30000000.0,6.3,,,,,,,,,,
First Knight,Action,6.0,Jerry Zucker,Sean Connery,55000000.0,127600435.0,Jerry Zucker,Ben Cross,37600435.0,Action|Adventure|Romance|Thriller,Julia Ormond,First Knight,55000000.0,5.9,,,,,,,,,,
Jade,Crime,5.3,William Friedkin,David Caruso,50000000.0,9851610.0,William Friedkin,Chazz Palminteri,9795017.0,Crime|Drama|Thriller,Michael Biehn,Jade,50000000.0,5.1,,,,,,,,,,
Virtuosity,Action,5.6,Brett Leonard,Denzel Washington,30000000.0,24047675.0,Brett Leonard,Costas Mandylor,24048000.0,Action|Crime|Sci-Fi|Thriller,Denzel Washington,Virtuosity,30000000.0,5.5,,,,,,,,,,
Halloween: The Curse of Michael Myers,Horror,4.8,Joe Chappelle,Donald Pleasence,5000000.0,15116634.0,Joe Chappelle,Kim Darby,15126948.0,Horror|Thriller,Donald Pleasence,Halloween: The Curse of Michael Myers,5000000.0,4.9,,,,,,,,,,
Assassins,Action,6.3,Richard Donner,Sylvester Stallone,50000000.0,30303072.0,Richard Donner,Sylvester Stallone,30306268.0,Action|Crime|Thriller,Muse Watson,Assassins,50000000.0,6.3,,,,,,,,,,
Rob Roy,Adventure,6.9,Michael Caton-Jones,Liam Neeson,28000000.0,31596911.0,Michael Caton-Jones,Jason Flemyng,31600000.0,Adventure|Biography,Liam Neeson,Rob Roy,28000000.0,6.9,,,,,,,,,,
Welcome to the Dollhouse,Comedy,7.4,Todd Solondz,Heather Matarazzo,800000.0,4569019.0,Todd Solondz,Ken Leung,4771000.0,Comedy|Drama,Heather Matarazzo,Welcome to the Dollhouse,800000.0,7.5,,,,,,,,,,
The Indian in the Cupboard,Drama,6.0,Frank Oz,Hal Scardino,45000000.0,35656131.0,Frank Oz,Vincent Kartheiser,35617599.0,Drama|Family|Fantasy,Steve Coogan,The Indian in the Cupboard,45000000.0,5.9,,,,,,,,,,
Rumble in the Bronx,Action,6.8,Stanley Tong,Jackie Chan,7500000.0,32392047.0,Stanley Tong,Anita Mui,32333860.0,Action|Comedy,Françoise Yip,Rumble in the Bronx,7500000.0,6.7,,,,,,,,,,
Tales from the Crypt: Demon Knight,Action,6.7,Ernest R. Dickerson,Billy Zane,13000000.0,21089146.0,Ernest R. Dickerson,Jada Pinkett Smith,21088568.0,Action|Fantasy|Horror|Thriller,CCH Pounder,Tales from the Crypt: Demon Knight,13000000.0,6.7,,,,,,,,,,
The Net,Action,5.9,Irwin Winkler,Sandra Bullock,22000000.0,110627965.0,Irwin Winkler,Jeremy Northam,50728000.0,Action|Crime|Drama|Mystery|Thriller,Ken Howard,The Net,22000000.0,5.8,,,,,,,,,,
Tales from the Hood,Crime,6.4,Rusty Cundieff,Clarence Williams III,6000000.0,11837928.0,Rusty Cundieff,Clarence Williams III,11797927.0,Comedy|Horror|Thriller,Corbin Bernsen,Tales from the Hood,6000000.0,6.1,,,,,,,,,,
Money Train,Action,5.7,Joseph Ruben,Wesley Snipes,68000000.0,35431113.0,Joseph Ruben,Robert Blake,35324232.0,Action|Comedy|Crime|Drama|Thriller,Vincent Pastore,Money Train,68000000.0,5.6,,,,,,,,,,
Man of the House,Comedy,5.2,James Orr,Chevy Chase,,40070995.0,Stephen Herek,Vanessa Ferlito,19118247.0,Action|Comedy,Christina Milian,Man of the House,40000000.0,5.4,,,,,,,,,,
Nixon,Biography,7.1,Oliver Stone,Anthony Hopkins,44000000.0,13681765.0,Oliver Stone,Bob Hoskins,13560960.0,Biography|Drama|History,Anthony Hopkins,Nixon,50000000.0,7.1,,,,,,,,,,
Fair Game,Action,4.3,Andrew Sipes,William Baldwin,50000000.0,11534477.0,Doug Liman,Ty Burrell,9528092.0,Biography|Drama|Thriller,Naomi Watts,Fair Game,22000000.0,6.8,,,,,,,,,,
The Scarlet Letter,Drama,5.3,Roland Joffé,Demi Moore,46000000.0,10382407.0,Roland Joffé,Robert Duvall,10400000.0,Drama|Romance,Gary Oldman,The Scarlet Letter,50000000.0,5.1,,,,,,,,,,
Things to Do in Denver When You're Dead,Crime,6.8,Gary Fleder,Andy Garcia,7000000.0,529766.0,Gary Fleder,Bill Cobbs,529766.0,Crime|Drama,Steve Buscemi,Things to Do in Denver When You're Dead,7000000.0,6.8,,,,,,,,,,
Safe,Drama,7.2,Todd Haynes,Julianne Moore,1000000.0,512245.0,Boaz Yakin,Reggie Lee,17120019.0,Action|Crime|Thriller,Jason Statham,Safe,30000000.0,6.5,,,,,,,,,,
Vampire in Brooklyn,Comedy,4.6,Wes Craven,Eddie Murphy,20000000.0,19751736.0,Wes Craven,W. Earl Brown,19900000.0,Comedy|Fantasy|Horror|Romance,John Witherspoon,Vampire in Brooklyn,20000000.0,4.5,,,,,,,,,,
Richard III,Drama,7.4,Richard Loncraine,Ian McKellen,,2748518.0,Richard Loncraine,Jim Broadbent,2600000.0,Drama|War,Robert Downey Jr.,Richard III,6000000.0,7.5,,,,,,,,,,
Kiss of Death,Crime,5.9,Barbet Schroeder,David Caruso,40000000.0,14942422.0,Barbet Schroeder,Michael Rapaport,14942422.0,Action|Crime|Thriller,Nicolas Cage,Kiss of Death,40000000.0,5.9,,,,,,,,,,
Home for the Holidays,Comedy,6.6,Jodie Foster,Holly Hunter,20000000.0,17519169.0,Jodie Foster,Holly Hunter,17518220.0,Comedy|Drama|Romance,Robert Downey Jr.,Home for the Holidays,20000000.0,6.6,,,,,,,,,,
The Cure,Drama,7.7,Peter Horton,Joseph Mazzello,,2568425.0,Kiyoshi Kurosawa,Anna Nakagawa,94596.0,Crime|Horror|Mystery|Thriller,Kôji Yakusho,The Cure,1000000.0,7.4,,,,,,,,,,
The Horseman on the Roof,Adventure,7.1,Jean-Paul Rappeneau,Olivier Martinez,,1320043.0,Jean-Paul Rappeneau,François Cluzet,1877179.0,Adventure|Drama|Romance|War,Olivier Martinez,The Horseman on the Roof,,7.1,,,,,,,,,,
The Hunted,Action,6.0,J.F. Lawton,Christopher Lambert,20000000.0,6609661.0,William Friedkin,Jenna Boyd,34238611.0,Action|Crime|Drama|Thriller,Connie Nielsen,The Hunted,55000000.0,6.0,,,,,,,,,,
Restoration,Biography,6.6,Michael Hoffman,Robert Downey Jr.,19000000.0,4005941.0,Zack Ward,Anna Harr,,Horror,Zack Ward,Restoration,,4.0,,,,,,,,,,
The Brothers McMullen,Comedy,6.6,Edward Burns,Jack Mulcahy,238000.0,10426506.0,Edward Burns,Michael McGlone,10246600.0,Comedy|Drama|Romance,Shari Albert,The Brothers McMullen,25000.0,6.6,,,,,,,,,,
Bad Company,Crime,5.4,Damian Harris,Ellen Barkin,15000000.0,3674841.0,Joel Schumacher,Brooke Smith,30157016.0,Action|Adventure|Comedy|Thriller,Anthony Hopkins,Bad Company,70000000.0,5.6,,,,,,,,,,
The Incredibly True Adventure of Two Girls in Love,Comedy,6.5,Maria Maggenti,Laurel Holloman,250000.0,2210408.0,Maria Maggenti,Laurel Holloman,1977544.0,Comedy|Drama|Romance,Nicole Ari Parker,The Incredibly True Adventure of Two Girls in Love,250000.0,6.5,,,,,,,,,,
Jefferson in Paris,Biography,5.7,James Ivory,Nick Nolte,14000000.0,2473668.0,James Ivory,Todd Boyce,2474000.0,Biography|Drama|History|Romance,Seth Gilliam,Jefferson in Paris,14000000.0,5.7,,,,,,,,,,
Space Jam,Animation,6.5,Joe Pytka,Michael Jordan,80000000.0,230418342.0,Joe Pytka,Wayne Knight,90443603.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,Bill Murray,Space Jam,80000000.0,6.3,,,,,,,,,,
Romeo + Juliet,Drama,6.7,Baz Luhrmann,Leonardo DiCaprio,14500000.0,147554998.0,Baz Luhrmann,Harold Perrineau,46338728.0,Drama|Romance,Leonardo DiCaprio,Romeo + Juliet,14500000.0,6.8,,,,,,,,,,
Sleepers,Crime,7.6,Barry Levinson,Robert De Niro,44000000.0,165615285.0,Barry Levinson,Brad Pitt,53300852.0,Crime|Drama|Thriller,Robert De Niro,Sleepers,44000000.0,7.5,,,,,,,,,,
From Dusk Till Dawn,Action,7.2,Robert Rodriguez,Harvey Keitel,19000000.0,25837111.0,Robert Rodriguez,Salma Hayek,25753840.0,Crime|Fantasy|Horror,Quentin Tarantino,From Dusk Till Dawn,19000000.0,7.3,,,,,,,,,,
Fargo,Crime,8.1,Joel Coen,William H. Macy,7000000.0,60611975.0,,Adam Goldberg,,Crime|Drama|Thriller,Kirsten Dunst,Fargo,,9.0,,,,,,,,,,
Mission: Impossible,Action,7.1,Brian De Palma,Tom Cruise,80000000.0,457696391.0,Brian De Palma,Kristin Scott Thomas,180965237.0,Action|Adventure|Thriller,Tom Cruise,Mission: Impossible,80000000.0,7.1,,,,,,,,,,
Trainspotting,Drama,8.1,Danny Boyle,Ewan McGregor,,16607872.0,Danny Boyle,Shirley Henderson,16501785.0,Drama,Kelly Macdonald,Trainspotting,3500000.0,8.2,,,,,,,,,,
Twister,Action,6.4,Jan de Bont,Helen Hunt,92000000.0,494471524.0,Jan de Bont,Alan Ruck,241688385.0,Action|Adventure|Drama|Thriller,Philip Seymour Hoffman,Twister,92000000.0,6.3,,,,,,,,,,
Happy Gilmore,Comedy,7.0,Dennis Dugan,Adam Sandler,12000000.0,41205099.0,Dennis Dugan,Kevin Nealon,38624000.0,Comedy|Sport,Adam Sandler,Happy Gilmore,12000000.0,7.0,,,,,,,,,,
Crash,Drama,6.4,David Cronenberg,James Spader,9000000.0,2671291.0,Paul Haggis,Loretta Devine,54557348.0,Crime|Drama|Thriller,Don Cheadle,Crash,6500000.0,7.9,,,,,,,,,,
Jerry Maguire,Comedy,7.3,Cameron Crowe,Tom Cruise,50000000.0,273552592.0,Cameron Crowe,Kelly Preston,153620822.0,Comedy|Drama|Romance|Sport,Tom Cruise,Jerry Maguire,50000000.0,7.3,,,,,,,,,,
The Rock,Action,7.4,Michael Bay,Sean Connery,75000000.0,335062621.0,Michael Bay,Michael Biehn,134006721.0,Action|Adventure|Thriller,Nicolas Cage,The Rock,75000000.0,7.4,,,,,,,,,,
A Time to Kill,Crime,7.5,Joel Schumacher,Matthew McConaughey,40000000.0,152266007.0,Joel Schumacher,Matthew McConaughey,108706165.0,Crime|Drama|Thriller,Kevin Spacey,A Time to Kill,40000000.0,7.4,,,,,,,,,,
The Craft,Drama,6.4,Andrew Fleming,Robin Tunney,15000000.0,24819936.0,Andrew Fleming,Rachel True,24881000.0,Drama|Fantasy|Horror|Thriller,Christine Taylor,The Craft,15000000.0,6.2,,,,,,,,,,
Mars Attacks!,Comedy,6.3,Tim Burton,Jack Nicholson,70000000.0,101371017.0,Tim Burton,Martin Short,37754208.0,Action|Comedy|Sci-Fi,Natalie Portman,Mars Attacks!,70000000.0,6.3,,,,,,,,,,
The English Patient,Drama,7.4,Anthony Minghella,Ralph Fiennes,27000000.0,231976425.0,Anthony Minghella,Kristin Scott Thomas,78651430.0,Drama|Romance|War,Colin Firth,The English Patient,27000000.0,7.4,,,,,,,,,,
The Long Kiss Goodnight,Action,6.8,Renny Harlin,Geena Davis,65000000.0,89456761.0,Renny Harlin,Craig Bierko,33328051.0,Action|Crime|Drama|Mystery|Thriller,Melina Kanakaredes,The Long Kiss Goodnight,65000000.0,6.7,,,,,,,,,,
Bottle Rocket,Comedy,7.0,Wes Anderson,Luke Wilson,7000000.0,560069.0,Wes Anderson,Darryl Cox,1040879.0,Comedy|Crime|Drama,Andrew Wilson,Bottle Rocket,7000000.0,7.1,,,,,,,,,,
Bound,Crime,7.3,Lana Wachowski,Jennifer Tilly,4500000.0,3802260.0,Lana Wachowski,Kevin Michael Richardson,3798532.0,Crime|Drama|Romance|Thriller,Christopher Meloni,Bound,4500000.0,7.4,,,,,,,,,,
Sling Blade,Drama,8.0,Billy Bob Thornton,Billy Bob Thornton,1000000.0,24444121.0,Billy Bob Thornton,Dwight Yoakam,24475416.0,Drama,Robert Duvall,Sling Blade,890000.0,8.0,,,,,,,,,,
