name,genre,score,director,actor_2_name,actor_1_name,gross,budget
Romeo Is Bleeding ,Action,6.6,Peter Medak,Michael Wincott,Gary Oldman,3275585.0,11500000.0
The Limey ,Crime,7.1,Steven Soderbergh,Lesley Ann Warren,Peter Fonda,3193102.0,9000000.0
Crash ,Crime,7.9,Paul Haggis,Loretta Devine,Don Cheadle,54557348.0,6500000.0
The House of Mirth ,Drama,7.1,Terence Davies,Anthony LaPaglia,Eric Stoltz,3041803.0,10000000.0
Malone ,Action,5.6,Harley Cokeliss,Tracey Walter,Cliff Robertson,3060858.0,10000000.0
Peaceful Warrior ,Drama,7.3,Victor Salva,Tim DeKay,Scott Mechlowicz,1055654.0,10000000.0
Bucky Larson: Born to Be a Star ,Comedy,3.3,Tom Brady,Kevin Nealon,Don Johnson,2331318.0,10000000.0
Bamboozled ,Comedy,6.5,Spike Lee,Michael Rapaport,Gillian White,2185266.0,10000000.0
The Forest ,Horror,4.8,Jason Zada,Stephanie Vogt,Eoin Macken,26583369.0,10000000.0
Sphinx ,Adventure,5.2,Franklin J. Schaffner,William Hootkins,Frank Langella,800000.0,14000000.0
While We're Young ,Comedy,6.3,Noah Baumbach,Maria Dizzia,Naomi Watts,7574066.0,10000000.0
A Better Life ,Drama,7.2,Chris Weitz,Eddie 'Piolin' Sotelo,Demián Bichir,1754319.0,10000000.0
Spider ,Drama,6.8,David Cronenberg,John Neville,Miranda Richardson,1641788.0,8000000.0
Gun Shy ,Comedy,5.7,Eric Blakeney,Oliver Platt,Liam Neeson,1631839.0,10000000.0
Nicholas Nickleby ,Drama,7.2,Douglas McGrath,Anne Hathaway,Charlie Hunnam,1309849.0,10000000.0
The Iceman ,Biography,6.9,Ariel Vromen,James Franco,Chris Evans,1939441.0,10000000.0
Cecil B. DeMented ,Comedy,6.2,John Waters,Melanie Griffith,Alicia Witt,1276984.0,10000000.0
Killer Joe ,Crime,6.7,William Friedkin,Scott A. Martin,Matthew McConaughey,1987762.0,11000000.0
The Joneses ,Comedy,6.5,Derrick Borte,Gary Cole,Demi Moore,1474508.0,5000000.0
Owning Mahowny ,Crime,7.2,Richard Kwietniowski,Minnie Driver,Philip Seymour Hoffman,1011054.0,10000000.0
The Brothers Solomon ,Comedy,5.3,Bob Odenkirk,Lee Majors,Jenna Fischer,900926.0,10000000.0
My Blueberry Nights ,Drama,6.7,Kar-Wai Wong,Norah Jones,Natalie Portman,866778.0,10000000.0
Swept Away ,Comedy,3.6,Guy Ritchie,Jeanne Tripplehorn,Bruce Greenwood,598645.0,10000000.0
"War, Inc. ",Action,5.7,Joshua Seftel,Sergej Trifunovic,Bashar Rahal,578527.0,10000000.0
Shaolin Soccer ,Action,7.3,Stephen Chow,Karen Mok,Wei Zhao,488872.0,10000000.0
The Brown Bunny ,Drama,5.0,Vincent Gallo,Cheryl Tiegs,Vincent Gallo,365734.0,10000000.0
The Swindle ,Comedy,6.6,Claude Chabrol,François Cluzet,Isabelle Huppert,231417.0,60000000.0
Rosewater ,Biography,6.6,Jon Stewart,Claire Foy,Numan Acar,3093491.0,5000000.0
Imaginary Heroes ,Comedy,7.3,Dan Harris,Ryan Donowho,Kip Pardue,228524.0,4000000.0
High Heels and Low Lifes ,Action,6.2,Mel Smith,Danny Dyer,Minnie Driver,226792.0,10000000.0
Severance ,Comedy,6.6,Christopher Smith,Toby Stephens,Danny Dyer,136432.0,5000000.0
Edmond ,Drama,6.3,Stuart Gordon,Dulé Hill,Joe Mantegna,131617.0,10000000.0
Police Academy: Mission to Moscow ,Comedy,3.3,Alan Metter,Michael Winslow,Christopher Lee,126247.0,6200000.0
"Cinco de Mayo, La Batalla ",Drama,6.2,Rafa Lara,Andrés Montiel,Jorge Luis Moreno,169379.0,10000000.0
An Alan Smithee Film: Burn Hollywood Burn ,Comedy,3.5,Arthur Hiller,Harvey Weinstein,Eric Idle,15447.0,10000000.0
The Open Road ,Comedy,5.5,Michael Meredith,Justin Timberlake,Jeff Bridges,19348.0,10000000.0
The Good Guy ,Comedy,5.9,Julio DePietro,Scott Porter,Adrian Martinez,100503.0,8000000.0
Motherhood ,Comedy,4.7,Katherine Dieckmann,Minnie Driver,Stephanie Szostak,92900.0,5000000.0
Blonde Ambition ,Comedy,3.9,Scott Marshall,Drew Waters,Drew Fuller,5561.0,10000000.0
The Oxford Murders ,Crime,6.1,Álex de la Iglesia,Leonor Watling,Jim Carter,3607.0,10000000.0
Eulogy ,Comedy,6.7,Michael Clancy,Rip Torn,Zooey Deschanel,70527.0,6500000.0
Of Horses and Men ,Comedy,6.9,Benedikt Erlingsson,Charlotte Bøving,Ingvar Eggert Sigurðsson,11835.0,10000000.0
"The Good, the Bad, the Weird ",Action,7.3,Jee-woon Kim,Woo-sung Jung,Kang-ho Song,128486.0,10000000.0
The Lost City ,Drama,6.7,Andy Garcia,Victor Rivers,Danny Pino,2483955.0,9600000.0
Next Friday ,Comedy,6.1,Steve Carr,Mike Epps,John Witherspoon,57176582.0,9500000.0
You Only Live Twice ,Action,6.9,Lewis Gilbert,Burt Kwouk,Donald Pleasence,43100000.0,9500000.0
Amour ,Drama,7.9,Michael Haneke,Emmanuelle Riva,Isabelle Huppert,225377.0,8900000.0
Poltergeist III ,Horror,4.5,Gary Sherman,Heather O'Rourke,Tom Skerritt,14114488.0,10500000.0
"It's a Mad, Mad, Mad, Mad World ",Action,7.6,Stanley Kramer,Sid Caesar,Jonathan Winters,46300000.0,9400000.0
Richard III ,Drama,7.5,Richard Loncraine,Jim Broadbent,Robert Downey Jr.,2600000.0,6000000.0
Kites ,Action,6.0,Anurag Basu,Steven Michael Quezada,Bárbara Mori,1602466.0,600000000.0
Melancholia ,Drama,7.1,Lars von Trier,Kirsten Dunst,Alexander Skarsgård,3029870.0,7400000.0
Jab Tak Hai Jaan ,Drama,6.9,Yash Chopra,Katrina Kaif,Shah Rukh Khan,3047539.0,7217600.0
Alien ,Horror,8.5,Ridley Scott,Yaphet Kotto,Tom Skerritt,78900000.0,11000000.0
The Texas Chain Saw Massacre ,Horror,7.5,Tobe Hooper,Edwin Neal,Gunnar Hansen,30859000.0,83532.0
The Runaways ,Biography,6.6,Floria Sigismondi,Scout Taylor-Compton,Kristen Stewart,3571735.0,10000000.0
Fiddler on the Roof ,Drama,8.0,Norman Jewison,Paul Michael Glaser,Topol,50000000.0,9000000.0
Thunderball ,Action,7.0,Terence Young,Earl Cameron,Desmond Llewelyn,63600000.0,9000000.0
Set It Off ,Action,6.8,F. Gary Gray,Jada Pinkett Smith,Vivica A. Fox,36049108.0,9000000.0
The Best Man ,Comedy,6.7,Malcolm D. Lee,Sanaa Lathan,Harold Perrineau,34074895.0,9000000.0
Child's Play ,Fantasy,6.5,Tom Holland,Alex Vincent,Catherine Hicks,33244684.0,9000000.0
Sicko ,Documentary,8.0,Michael Moore,Tucker Albrizzi,Michael Moore,24530513.0,9000000.0
The Purge: Anarchy ,Action,6.5,James DeMonaco,Zach Gilford,Noel Gugliemi,71519230.0,9000000.0
Down to You ,Comedy,4.9,Kris Isacsson,Lauren German,Rosario Dawson,20035310.0,9000000.0
Harold & Kumar Go to White Castle ,Adventure,7.1,Danny Leiner,Fred Willard,Ethan Embry,18225165.0,9000000.0
The Contender ,Drama,7.0,Rod Lurie,Gary Oldman,Jeff Bridges,17804273.0,20000000.0
Boiler Room ,Crime,7.0,Ben Younger,Nia Long,Vin Diesel,16938179.0,8000000.0
Black Christmas ,Horror,4.5,Glen Morgan,Crystal Lowe,Oliver Hudson,16235293.0,9000000.0
Henry V ,Action,7.7,Kenneth Branagh,Derek Jacobi,Brian Blessed,10161099.0,9000000.0
The Way of the Gun ,Action,6.7,Christopher McQuarrie,Nicky Katt,Kristin Lehman,6047856.0,8500000.0
Igby Goes Down ,Comedy,7.0,Burr Steers,Rory Culkin,Kieran Culkin,4681503.0,9000000.0
PCU ,Comedy,6.5,Hart Bochner,Matt Ross,Jon Favreau,4350774.0,8000000.0
Gracie ,Biography,6.2,Davis Guggenheim,John Doman,Emma Bell,2955039.0,9000000.0
Trust the Man ,Comedy,5.7,Bart Freundlich,Garry Shandling,Billy Crudup,1530535.0,9000000.0
Hamlet 2 ,Comedy,6.4,Andrew Fleming,Amy Poehler,Steve Coogan,4881867.0,9000000.0
Glee: The 3D Concert Movie ,Documentary,5.4,Kevin Tancharoen,Heather Morris,Lea Michele,11860839.0,9000000.0
The Legend of Suriyothai ,Action,6.6,Chatrichalerm Yukol,Chatchai Plengpanich,Sarunyu Wongkrachang,454255.0,400000000.0
Two Evil Eyes ,Horror,6.1,Dario Argento,Adrienne Barbeau,John Amos,349618.0,9000000.0
All or Nothing ,Drama,7.6,Mike Leigh,Ruth Sheen,Lesley Manville,112935.0,9000000.0
Princess Kaiulani ,Drama,6.2,Marc Forby,Will Patton,Q'orianka Kilcher,883887.0,9000000.0
Opal Dream ,Drama,6.6,Peter Cattaneo,Vince Colosimo,Jacqueline McKenzie,13751.0,11400000.0
Flame and Citron ,Drama,7.3,Ole Christian Madsen,Thure Lindhardt,Lars Mikkelsen,145109.0,45000000.0
Undiscovered ,Comedy,4.2,Meiert Avis,Kip Pardue,Fisher Stevens,1046166.0,9000000.0
Crocodile Dundee ,Adventure,6.5,Peter Faiman,Linda Kozlowski,Paul Hogan,174635000.0,8800000.0
Awake ,Crime,6.5,Joby Harold,Fisher Stevens,Hayden Christensen,14373825.0,8600000.0
Skin Trade ,Action,5.7,Ekachai Uekrongtham,Mike Dopud,Michael Jai White,162.0,9000000.0
Crazy Heart ,Drama,7.3,Scott Cooper,Beth Grant,Jeff Bridges,39462438.0,7000000.0
The Rose ,Drama,6.9,Mark Rydell,Frederic Forrest,David Keith,29200000.0,8500000.0
Baggage Claim ,Comedy,5.0,David E. Talbert,Christina Milian,Djimon Hounsou,21564616.0,8500000.0
Election ,Comedy,7.3,Alexander Payne,Chris Klein,Matthew Broderick,14879556.0,8000000.0
The DUFF ,Comedy,6.5,Ari Sandel,Romany Malco,Bella Thorne,34017854.0,8500000.0
Glitter ,Drama,2.1,Vondie Curtis-Hall,Max Beesley,Mariah Carey,4273372.0,22000000.0
Bright Star ,Biography,7.0,Jane Campion,Paul Schneider,Abbie Cornish,4440055.0,8500000.0
My Name Is Khan ,Adventure,8.0,Karan Johar,Jimmy Shergill,Shah Rukh Khan,4018695.0,12000000.0
Limbo ,Adventure,7.1,John Sayles,Casey Siemaszko,Mary Elizabeth Mastrantonio,1997807.0,8000000.0
Repo! The Genetic Opera ,Horror,6.7,Darren Lynn Bousman,Paris Hilton,Alexa PenaVega,140244.0,8500000.0
Pulp Fiction ,Crime,8.9,Quentin Tarantino,Eric Stoltz,Bruce Willis,107930000.0,8000000.0
Nightcrawler ,Crime,7.9,Dan Gilroy,Michael Papajohn,Jake Gyllenhaal,32279955.0,8500000.0
Club Dread ,Comedy,5.6,Jay Chandrasekhar,Lindsay Price,Brittany Daniel,4992159.0,8550000.0
The Sound of Music ,Biography,8.0,Robert Wise,Angela Cartwright,Eleanor Parker,163214286.0,8200000.0
Splash ,Comedy,6.2,Ron Howard,Howard Morris,Tom Hanks,69800000.0,8000000.0
Little Miss Sunshine ,Comedy,7.9,Jonathan Dayton,Steven Christopher Parker,Steve Carell,59889948.0,8000000.0
Stand by Me ,Adventure,8.1,Rob Reiner,Frances Lee McCain,Marshall Bell,52287414.0,8000000.0
28 Days Later... ,Drama,7.6,Danny Boyle,Megan Burns,Noah Huntley,45063889.0,8000000.0
You Got Served ,Drama,3.5,Chris Stokes,Marques Houston,Jennifer Freeman,40066497.0,8000000.0
Escape from Alcatraz ,Biography,7.6,Don Siegel,Patrick McGoohan,Clint Eastwood,36500000.0,8000000.0
Brown Sugar ,Comedy,6.5,Rick Famuyiwa,Sanaa Lathan,Boris Kodjoe,27362712.0,8000000.0
A Thin Line Between Love and Hate ,Comedy,5.6,Martin Lawrence,Lynn Whitfield,Faizon Love,34746109.0,8000000.0
50/50 ,Comedy,7.7,Jonathan Levine,Anna Kendrick,Joseph Gordon-Levitt,34963967.0,8000000.0
Shutter ,Horror,5.2,Masayuki Ochiai,David Denman,James Kyson,25926543.0,8000000.0
That Awkward Moment ,Comedy,6.1,Tom Gormican,Lola Glaudini,Mackenzie Davis,26049082.0,8000000.0
Much Ado About Nothing ,Comedy,7.4,Kenneth Branagh,Denzel Washington,Keanu Reeves,22551000.0,8000000.0
On Her Majesty's Secret Service ,Action,6.8,Peter R. Hunt,George Lazenby,Telly Savalas,22800000.0,7000000.0
New Nightmare ,Fantasy,6.4,Wes Craven,Heather Langenkamp,Miko Hughes,18090181.0,8000000.0
Drive Me Crazy ,Comedy,5.7,John Schultz,Mark Webber,Stephen Collins,17843379.0,8000000.0
Half Baked ,Comedy,6.7,Tamra Davis,Harland Williams,Dave Chappelle,17278980.0,8000000.0
New in Town ,Comedy,5.6,Jonas Elmer,Frances Conroy,J.K. Simmons,16699684.0,8000000.0
American Psycho ,Crime,7.6,Mary Harron,Justin Theroux,Christian Bale,15047419.0,7000000.0
The Good Girl ,Drama,6.5,Miguel Arteta,Zooey Deschanel,Jake Gyllenhaal,14015786.0,5000000.0
The Boondock Saints II: All Saints Day ,Action,6.3,Troy Duffy,Julie Benz,Norman Reedus,10269307.0,8000000.0
Enough Said ,Comedy,7.1,Nicole Holofcener,Ben Falcone,Christopher Nicholas Smith,17536788.0,8000000.0
Easy A ,Comedy,7.1,Will Gluck,Dan Byrd,Emma Stone,58401464.0,8000000.0
Shadow of the Vampire ,Drama,6.9,E. Elias Merhige,Udo Kier,Eddie Izzard,8279017.0,8000000.0
Prom ,Comedy,5.4,Joe Nussbaum,Thomas McDonell,Cameron Monaghan,10106233.0,8000000.0
Held Up ,Comedy,5.1,Steve Rash,Nia Long,Barry Corbin,4692814.0,8000000.0
Woman on Top ,Comedy,5.3,Fina Torres,John de Lancie,Harold Perrineau,5018450.0,8000000.0
Anomalisa ,Animation,7.3,Duke Johnson,Tom Noonan,Jennifer Jason Leigh,3442820.0,8000000.0
Another Year ,Comedy,7.3,Mike Leigh,Imelda Staunton,Jim Broadbent,3205244.0,10000000.0
8 Women ,Comedy,7.1,François Ozon,Isabelle Huppert,Catherine Deneuve,3076425.0,8000000.0
Showdown in Little Tokyo ,Action,6.0,Mark L. Lester,Tia Carrere,Cary-Hiroyuki Tagawa,2275557.0,8000000.0
Clay Pigeons ,Comedy,6.6,David Dobkin,Vince Vieluf,Janeane Garofalo,1789892.0,8000000.0
It's Kind of a Funny Story ,Comedy,7.2,Anna Boden,Jeremy Davies,Zoë Kravitz,6350058.0,8000000.0
Made in Dagenham ,Biography,7.2,Nigel Cole,Robbie Kay,Bob Hoskins,1094798.0,7200000.0
When Did You Last See Your Father? ,Biography,6.9,Anand Tucker,Jim Broadbent,Colin Firth,1071240.0,8000000.0
Prefontaine ,Biography,6.8,Steve James,Laurel Holloman,Kurtwood Smith,532190.0,8000000.0
The Secret of Kells ,Adventure,7.7,Tomm Moore,Mick Lally,Sean Lennon,686383.0,6500000.0
Begin Again ,Drama,7.4,John Carney,Karen Pittman,James Corden,16168741.0,8000000.0
Down in the Valley ,Drama,6.5,David Jacobson,Bruce Dern,Hunter Parrish,568695.0,8000000.0
Brooklyn Rules ,Crime,6.4,Michael Corrente,Tony Devon,Jerry Ferrara,398420.0,8000000.0
The Singing Detective ,Comedy,5.6,Keith Gordon,Robin Wright,Robert Downey Jr.,336456.0,8000000.0
Fido ,Comedy,6.8,Andrew Currie,Henry Czerny,Alexia Fast,298110.0,8000000.0
The Wendell Baker Story ,Comedy,5.5,Andrew Wilson,Eddie Griffin,Will Ferrell,127144.0,8000000.0
Wild Target ,Action,6.9,Jonathan Lynn,Rupert Everett,Rupert Grint,117190.0,8000000.0
Pathology ,Crime,6.0,Marc Schölermann,Larry Drake,John de Lancie,108662.0,8000000.0
10th & Wolf ,Crime,6.4,Robert Moresco,Brad Renfro,Brian Dennehy,53481.0,8000000.0
Dear Wendy ,Comedy,6.6,Thomas Vinterberg,Chris Owen,Michael Angarano,23106.0,50000000.0
Aloft ,Drama,5.3,Claudia Llosa,Zen McGrath,Ian Tracey,52961.0,8000000.0
Akira ,Action,8.1,Katsuhiro Ôtomo,Takeshi Kusao,Mitsuo Iwata,439162.0,1100000000.0
Imagine Me & You ,Comedy,6.9,Ol Parker,Ben Miles,Celia Imrie,671240.0,7900000.0
The Blood of Heroes ,Action,6.5,David Webb Peoples,Joan Chen,Delroy Lindo,882290.0,10000000.0
Driving Miss Daisy ,Comedy,7.4,Bruce Beresford,Jessica Tandy,Morgan Freeman,106593296.0,7500000.0
Soul Food ,Comedy,6.9,George Tillman Jr.,Mekhi Phifer,Vanessa Williams,43490057.0,7500000.0
Rumble in the Bronx ,Action,6.7,Stanley Tong,Anita Mui,Françoise Yip,32333860.0,7500000.0
Thank You for Smoking ,Comedy,7.6,Jason Reitman,Cameron Bright,J.K. Simmons,24792061.0,6500000.0
Hostel: Part II ,Horror,5.4,Eli Roth,Lauren German,Jay Hernandez,17544812.0,10000000.0
An Education ,Drama,7.3,Lone Scherfig,Olivia Williams,Dominic Cooper,12574715.0,4500000.0
The Hotel New Hampshire ,Comedy,6.0,Tony Richardson,Beau Bridges,Joely Richardson,5100000.0,7500000.0
Narc ,Crime,7.2,Joe Carnahan,Chi McBride,Jason Patric,10460089.0,7500000.0
Men with Brooms ,Comedy,6.0,Paul Gross,Paul Gross,Molly Parker,4239767.0,7500000.0
Witless Protection ,Comedy,3.1,Charles Robert Carner,Jenny McCarthy,Ivana Milicevic,4131640.0,7500000.0
The Work and the Glory ,Drama,6.9,Russell Holt,Brenda Strong,Eric Johnson,3347439.0,7500000.0
Extract ,Comedy,6.2,Mike Judge,Mila Kunis,J.K. Simmons,10814185.0,8000000.0
Alias Betty ,Comedy,6.9,Claude Miller,Edouard Baer,Sandrine Kiberlain,206400.0,50000000.0
Code 46 ,Drama,6.3,Michael Winterbottom,Om Puri,Samantha Morton,197148.0,7500000.0
Albert Nobbs ,Drama,6.7,Rodrigo García,Michael McElhatton,Mia Wasikowska,3014541.0,8000000.0
Ta Ra Rum Pum ,Comedy,5.4,Siddharth Anand,Mary Goggin,Saif Ali Khan,872643.0,6000000.0
Persepolis ,Animation,8.0,Vincent Paronnaud,Gena Rowlands,Catherine Deneuve,4443403.0,7300000.0
The Neon Demon ,Horror,7.0,Nicolas Winding Refn,Bella Heathcote,Keanu Reeves,1330827.0,7000000.0
Harry Brown ,Action,7.2,Daniel Barber,Jack O'Connell,Joseph Gilgun,1818681.0,7300000.0
The Omega Code ,Action,3.5,Robert Marcarelli,William Hootkins,George Coe,12610552.0,7500000.0
Juno ,Comedy,7.5,Jason Reitman,Jennifer Garner,J.K. Simmons,143492840.0,7500000.0
Diamonds Are Forever ,Action,6.7,Guy Hamilton,Lois Maxwell,Desmond Llewelyn,43800000.0,7200000.0
The Godfather ,Crime,9.2,Francis Ford Coppola,Marlon Brando,Al Pacino,134821952.0,6000000.0
Flashdance ,Drama,6.1,Adrian Lyne,Cynthia Rhodes,Michael Nouri,94900000.0,4000000.0
500 Days of Summer ,Comedy,7.7,Marc Webb,Chloë Grace Moretz,Joseph Gordon-Levitt,32391374.0,7500000.0
The Piano ,Drama,7.6,Jane Campion,Ian Mune,Holly Hunter,40158000.0,7000000.0
Magic Mike ,Comedy,6.1,Steven Soderbergh,Alex Pettyfer,Channing Tatum,113709992.0,7000000.0
Darkness Falls ,Horror,4.9,Jonathan Liebesman,Emma Caulfield,Sullivan Stapleton,32131483.0,11000000.0
Live and Let Die ,Action,6.8,Guy Hamilton,Geoffrey Holder,Yaphet Kotto,35400000.0,7000000.0
My Dog Skip ,Drama,7.0,Jay Russell,Frankie Muniz,Clint Howard,34099640.0,5000000.0
Jumping the Broom ,Comedy,5.7,Salim Akil,Loretta Devine,Gary Dourdan,37295394.0,6600000.0
"Good Night, and Good Luck. ",Biography,7.5,George Clooney,Tate Donovan,Robert Downey Jr.,31501218.0,7500000.0
Capote ,Biography,7.4,Bennett Miller,Michael J. Burg,Philip Seymour Hoffman,28747570.0,7000000.0
Desperado ,Action,7.2,Robert Rodriguez,Steve Buscemi,Quentin Tarantino,25625110.0,7000000.0
Logan's Run ,Action,6.8,Michael Anderson,Jenny Agutter,Farrah Fawcett,25000000.0,9000000.0
The Man with the Golden Gun ,Action,6.8,Guy Hamilton,Hervé Villechaize,Christopher Lee,21000000.0,13000000.0
Action Jackson ,Action,5.2,Craig R. Baxley,Vanity,Bill Duke,20257000.0,7000000.0
The Descent ,Adventure,7.2,Neil Marshall,Shauna Macdonald,MyAnna Buring,26005908.0,3500000.0
Devil's Due ,Horror,4.0,Matt Bettinelli-Olpin,Allison Miller,Zach Gilford,15818967.0,7000000.0
Flirting with Disaster ,Comedy,6.8,David O. Russell,Mary Tyler Moore,Lily Tomlin,14891000.0,7000000.0
The Devil's Rejects ,Crime,6.9,Rob Zombie,Ken Foree,Sid Haig,16901126.0,7000000.0
Dope ,Comedy,7.3,Rick Famuyiwa,Rick Fox,Kimberly Elise,17474107.0,7000000.0
In Too Deep ,Crime,6.1,Michael Rymer,Omar Epps,LL Cool J,14003141.0,7000000.0
House of 1000 Corpses ,Horror,6.0,Rob Zombie,Matthew McGrory,Sid Haig,12583510.0,7000000.0
A Serious Man ,Comedy,7.0,Ethan Coen,Fred Melamed,Michael Stuhlbarg,9190525.0,7000000.0
Get Low ,Drama,7.1,Aaron Schneider,Robert Duvall,Bill Murray,9176553.0,7500000.0
Warlock ,Action,6.2,Steve Miner,Richard E. Grant,Julian Sands,9094451.0,7000000.0
Beyond the Lights ,Drama,6.9,Gina Prince-Bythewood,Nate Parker,Minnie Driver,14612840.0,7000000.0
A Single Man ,Drama,7.6,Tom Ford,Teddy Sears,Colin Firth,9166863.0,7000000.0
The Last Temptation of Christ ,Drama,7.6,Martin Scorsese,Barbara Hershey,Irvin Kershner,8373585.0,7000000.0
Outside Providence ,Comedy,6.4,Michael Corrente,George Wendt,Jonathan Brandis,7292175.0,7000000.0
Bride & Prejudice ,Comedy,6.2,Gurinder Chadha,Martin Henderson,Indira Varma,6601079.0,7000000.0
Rabbit-Proof Fence ,Adventure,7.5,Phillip Noyce,David Gulpilil,Roy Billing,6165429.0,6000000.0
Who's Your Caddy? ,Comedy,2.0,Don Michael Paul,Faizon Love,Jeffrey Jones,5694308.0,7000000.0
Split Second ,Action,6.2,Tony Maylam,Alun Armstrong,Michael J. Pollard,5430822.0,7000000.0
The Other Side of Heaven ,Adventure,6.5,Mitch Davis,Nathaniel Lees,Anne Hathaway,4720371.0,7000000.0
Veer-Zaara ,Drama,7.9,Yash Chopra,Preity Zinta,Shah Rukh Khan,2921738.0,7000000.0
Redbelt ,Drama,6.8,David Mamet,Randy Couture,Alice Braga,2344847.0,7000000.0
Cyrus ,Comedy,6.3,Jay Duplass,Tim Guinee,Matt Walsh,7455447.0,7000000.0
A Dog of Flanders ,Drama,6.3,Kevin Brodie,Cheryl Ladd,Bruce McGill,2148212.0,7000000.0
Auto Focus ,Biography,6.6,Paul Schrader,Michael McKean,Ed Begley Jr.,2062066.0,7000000.0
Factory Girl ,Biography,6.4,George Hickenlooper,Jimmy Fallon,Hayden Christensen,1654367.0,7000000.0
We Need to Talk About Kevin ,Drama,7.5,Lynne Ramsay,Siobhan Fallon Hogan,Ezra Miller,1738692.0,7000000.0
The Mighty Macs ,Drama,6.5,Tim Chambers,Marley Shelton,Ellen Burstyn,1889522.0,7000000.0
Mother and Child ,Drama,7.2,Rodrigo García,Jimmy Smits,Naomi Watts,1110286.0,4825000.0
March or Die ,Adventure,6.3,Dick Richards,Terence Hill,Catherine Deneuve,1000000.0,9000000.0
Les visiteurs ,Comedy,7.0,Jean-Marie Poiré,Isabelle Nanty,Christian Clavier,700000.0,50000000.0
Somewhere ,Comedy,6.3,Sofia Coppola,Chris Pontius,Nathalie Fay,1768416.0,7000000.0
Chairman of the Board ,Comedy,2.3,Alex Zamm,Raquel Welch,Taylor Negron,306715.0,10000000.0
Hesher ,Drama,7.1,Spencer Susser,Natalie Portman,Joseph Gordon-Levitt,382946.0,7000000.0
Gerry ,Adventure,6.2,Gus Van Sant,Casey Affleck,Matt Damon,236266.0,3500000.0
The Heart of Me ,Drama,6.7,Thaddeus O'Sullivan,Luke Newberry,Olivia Williams,196067.0,7000000.0
Freeheld ,Biography,6.5,Peter Sollett,Josh Charles,Steve Carell,532988.0,7000000.0
The Extra Man ,Comedy,5.9,Shari Springer Berman,Marian Seldes,Lynn Cohen,453079.0,7000000.0
Ca$h ,Comedy,6.0,Stephen Milburn Anderson,Mike Starr,Chris Hemsworth,46451.0,7000000.0
Wah-Wah ,Drama,6.9,Richard E. Grant,Julie Walters,Emily Watson,233103.0,7000000.0
Pale Rider ,Western,7.3,Clint Eastwood,Chris Penn,Clint Eastwood,41400000.0,6900000.0
Dazed and Confused ,Comedy,7.7,Richard Linklater,Adam Goldberg,Milla Jovovich,7993039.0,6900000.0
Aimee & Jaguar ,Biography,7.3,Max Färberböck,Johanna Wokalek,Heike Makatsch,927107.0,15000000.0
The Chumscrubber ,Comedy,7.0,Arie Posin,John Heard,Rory Culkin,49526.0,6800000.0
Shade ,Crime,6.4,Damian Nieman,Jason Cerbone,Glenn Plummer,10696.0,6800000.0
House at the End of the Street ,Drama,5.6,Mark Tonderai,Nolan Gerard Funk,Jennifer Lawrence,31607598.0,6900000.0
Incendies ,Drama,8.2,Denis Villeneuve,Mélissa Désormeaux-Poulin,Lubna Azabal,6857096.0,6800000.0
"Remember Me, My Love ",Comedy,6.5,Gabriele Muccino,Silvio Muccino,Laura Morante,223878.0,5000000.0
Elite Squad ,Action,8.1,José Padilha,Fernanda Machado,Wagner Moura,8060.0,4000000.0
