name,genre,score,director,budget_x,gross_x,actor_2_name,gross_y,actor_1_name,budget_y,gross,budget
Lifeforce,Action,6.2,Tobe Hooper,25000000.0,11603545.0,Steve Railsback,,Frank Finlay,25000000.0,11603545.0,25000000.0
Out of Africa,Biography,7.2,Sydney Pollack,31000000.0,227514205.0,Michael Gough,87100000.0,Meryl Streep,31000000.0,227514205.0,31000000.0
Day of the Dead,Horror,7.1,George A. Romero,3500000.0,5000000.0,John Amplas,,Greg Nicotero,3500000.0,5000000.0,3500000.0
Friday the 13th: A New Beginning,Horror,4.8,Danny Steinmann,2200000.0,21930418.0,Melanie Kinnaman,21300000.0,Tiffany Helm,2200000.0,21930418.0,2200000.0
The Last Dragon,Action,6.9,Michael Schultz,10000000.0,25754284.0,Vanity,33000000.0,Mike Starr,10000000.0,25754284.0,10000000.0
My Beautiful Laundrette,Comedy,6.9,Stephen Frears,,2455535.0,Roshan Seth,,Saeed Jaffrey,650000.0,2455535.0,650000.0
Young Sherlock Holmes,Adventure,6.8,Barry Levinson,18000000.0,19739575.0,Roger Ashton-Griffiths,4250320.0,Nicholas Rowe,18000000.0,19739575.0,18000000.0
Invasion U.S.A.,Action,5.5,Joseph Zito,10000000.0,17536256.0,Richard Lynch,,Billy Drago,10000000.0,17536256.0,10000000.0
Subway,Thriller,6.6,Luc Besson,,390659.0,Isabelle Adjani,,Christopher Lambert,17000000.0,390659.0,17000000.0
The Protector,Action,5.7,James Glickenhaus,5000000.0,981817.0,Nathan Jones,11905519.0,Jon Foo,200000000.0,981817.0,200000000.0
Krush Groove,Comedy,6.5,Michael Schultz,3000000.0,11052713.0,LisaGay Hamilton,,Blair Underwood,3000000.0,11052713.0,3000000.0
The Aviator,Adventure,5.5,George Miller,,1304192.0,Adam Scott,102608827.0,Leonardo DiCaprio,110000000.0,1304192.0,110000000.0
Fever Pitch,Drama,4.1,Richard Brooks,7000000.0,618847.0,KaDee Strickland,42071069.0,Jimmy Fallon,30000000.0,618847.0,30000000.0
Top Gun,Action,6.9,Tony Scott,15000000.0,357288178.0,Tom Skerritt,176781728.0,Tom Cruise,15000000.0,357288178.0,15000000.0
Aliens,Action,8.3,James Cameron,18500000.0,131060248.0,Carrie Henn,85200000.0,Michael Biehn,18500000.0,131060248.0,18500000.0
Stand by Me,Adventure,8.1,Rob Reiner,8000000.0,52287414.0,Frances Lee McCain,52287414.0,Marshall Bell,8000000.0,52287414.0,8000000.0
Crocodile Dundee,Action,6.6,Peter Faiman,8800000.0,328203506.0,Linda Kozlowski,174635000.0,Paul Hogan,8800000.0,328203506.0,8800000.0
Highlander,Action,7.1,Russell Mulcahy,16000000.0,5900712.0,Jon Polito,5900000.0,Christopher Lambert,16000000.0,5900712.0,16000000.0
Big Trouble in Little China,Action,7.3,John Carpenter,25000000.0,11100577.0,Kate Burton,11100000.0,Victor Wong,25000000.0,11100577.0,25000000.0
Platoon,Drama,8.1,Oliver Stone,6000000.0,138545632.0,Tom Berenger,137963328.0,Johnny Depp,6000000.0,138545632.0,6000000.0
Howard the Duck,Action,4.7,Willard Huyck,37000000.0,37962774.0,Jeffrey Jones,16295774.0,Lea Thompson,35000000.0,37962774.0,35000000.0
Little Shop of Horrors,Comedy,7.0,Frank Oz,25000000.0,38983045.0,Jim Belushi,38747385.0,Bill Murray,25000000.0,38983045.0,25000000.0
River's Edge,Crime,7.0,Tim Hunter,1900000.0,4600000.0,Daniel Roebuck,4600000.0,Keanu Reeves,1900000.0,4600000.0,1900000.0
9½ Weeks,Drama,6.0,Adrian Lyne,17000000.0,6735922.0,Karen Young,6734844.0,David Margulies,17000000.0,6735922.0,17000000.0
The Golden Child,Action,6.0,Michael Ritchie,25000000.0,79817937.0,Randall 'Tex' Cobb,79817937.0,Victor Wong,25000000.0,79817937.0,25000000.0
Star Trek IV: The Voyage Home,Action,7.3,Leonard Nimoy,25000000.0,109713132.0,Nichelle Nichols,109713132.0,Leonard Nimoy,25000000.0,109713132.0,25000000.0
The Wraith,Action,6.0,Mike Marvin,2700000.0,3500000.0,Randy Quaid,3500000.0,Clint Howard,2700000.0,3500000.0,2700000.0
The Color of Money,Drama,7.0,Martin Scorsese,13800000.0,52293982.0,Bill Cobbs,52293982.0,Tom Cruise,13800000.0,52293982.0,13800000.0
Peggy Sue Got Married,Comedy,6.4,Francis Ford Coppola,18000000.0,41488348.0,Kathleen Turner,41382841.0,Nicolas Cage,18000000.0,41488348.0,18000000.0
About Last Night,Comedy,6.2,Edward Zwick,8500000.0,38702310.0,Regina Hall,48637684.0,Joe Lo Truglio,12500000.0,38702310.0,12500000.0
The Texas Chainsaw Massacre 2,Comedy,5.6,Tobe Hooper,4700000.0,8025872.0,Lou Perryman,8025872.0,Bill Johnson,4700000.0,8025872.0,4700000.0
Crossroads,Drama,7.1,Walter Hill,,5839031.0,Katherine Boecher,37188667.0,Britney Spears,12000000.0,5839031.0,12000000.0
The Clan of the Cave Bear,Adventure,5.4,Michael Chapman,15000000.0,1953732.0,Pamela Reed,1953732.0,Curtis Armstrong,15000000.0,1953732.0,15000000.0
She's Gotta Have It,Comedy,6.8,Spike Lee,175000.0,7137502.0,Joie Lee,7137502.0,S. Epatha Merkerson,175000.0,7137502.0,175000.0
Running Scared,Action,6.5,Peter Hyams,,38500726.0,Chazz Palminteri,6855137.0,Paul Walker,17000000.0,38500726.0,17000000.0
Invaders from Mars,Horror,5.6,Tobe Hooper,12000000.0,4884663.0,Bud Cort,4884663.0,Louise Fletcher,12000000.0,4884663.0,12000000.0
April Fool's Day,Horror,6.2,Fred Walton,5000000.0,12947763.0,Deborah Foreman,12947763.0,Thomas F. Wilson,5000000.0,12947763.0,5000000.0
Witchboard,Horror,5.7,Kevin Tenney,2000000.0,7369373.0,Tawny Kitaen,7369373.0,Kathleen Wilhoite,2000000.0,7369373.0,2000000.0
Legal Eagles,Comedy,6.0,Ivan Reitman,40000000.0,93151591.0,Debra Winger,49851591.0,Brian Dennehy,40000000.0,93151591.0,40000000.0
Shanghai Surprise,Adventure,3.2,Jim Goddard,17000000.0,2315683.0,Paul Freeman,2315683.0,Victor Wong,17000000.0,2315683.0,17000000.0
Playing for Keeps,Comedy,4.2,Bob Weinstein,,2669366.0,Dennis Quaid,13101142.0,Gerard Butler,35000000.0,2669366.0,35000000.0
The Princess Bride,Adventure,8.1,Rob Reiner,16000000.0,30902642.0,Carol Kane,30857814.0,Robin Wright,16000000.0,30902642.0,16000000.0
Predator,Action,7.8,John McTiernan,15000000.0,98268458.0,Bill Duke,59735548.0,Shane Black,15000000.0,98268458.0,15000000.0
RoboCop,Action,7.5,Paul Verhoeven,13000000.0,53424681.0,Abbie Cornish,58607007.0,Gary Oldman,100000000.0,53424681.0,100000000.0
The Untouchables,Crime,7.9,Brian De Palma,25000000.0,76270454.0,Billy Drago,76270454.0,Robert De Niro,25000000.0,76270454.0,25000000.0
Spaceballs,Adventure,7.1,Mel Brooks,22700000.0,38119483.0,Dick Van Patten,38119483.0,Joan Rivers,22700000.0,38119483.0,22700000.0
Fatal Attraction,Drama,6.9,Adrian Lyne,14000000.0,320145693.0,Lois Smith,156645693.0,Fred Gwynne,14000000.0,320145693.0,14000000.0
Hellraiser,Horror,7.0,Clive Barker,,14575193.0,Ashley Laurence,14564027.0,Andrew Robinson,1000000.0,14575193.0,1000000.0
The Running Man,Action,6.7,Paul Michael Glaser,27000000.0,38122105.0,Maria Conchita Alonso,38122105.0,Yaphet Kotto,27000000.0,38122105.0,27000000.0
Wall Street,Crime,7.4,Oliver Stone,15000000.0,43848069.0,Tamara Tunie,43848100.0,Hal Holbrook,15000000.0,43848069.0,15000000.0
"Good Morning, Vietnam",Biography,7.3,Barry Levinson,13000000.0,123922370.0,J.T. Walsh,123922370.0,Robin Williams,13000000.0,123922370.0,13000000.0
A Nightmare on Elm Street 3: Dream Warriors,Fantasy,6.6,Chuck Russell,4500000.0,44793222.0,Heather Langenkamp,44793200.0,John Saxon,4500000.0,44793222.0,4500000.0
Beverly Hills Cop II,Action,6.5,Tony Scott,28000000.0,299965036.0,Judge Reinhold,153665036.0,Dean Stockwell,28000000.0,299965036.0,28000000.0
Superman IV: The Quest for Peace,Action,3.7,Sidney J. Furie,17000000.0,15681020.0,Margot Kidder,15681020.0,Jim Broadbent,17000000.0,15681020.0,17000000.0
Evil Dead II,Comedy,7.7,Sam Raimi,3600000.0,5923798.0,Dan Hicks,5923044.0,Ted Raimi,3600000.0,5923798.0,3600000.0
The Living Daylights,Action,6.7,John Glen,40000000.0,51186259.0,Desmond Llewelyn,51185897.0,Joe Don Baker,30000000.0,51186259.0,30000000.0
The Last Emperor,Biography,7.7,Bernardo Bertolucci,,43993869.0,Joan Chen,43984230.0,Cary-Hiroyuki Tagawa,23000000.0,43993869.0,23000000.0
La Bamba,Biography,6.9,Luis Valdez,6500000.0,54215416.0,Rosanna DeSoto,54215416.0,Esai Morales,6500000.0,54215416.0,6500000.0
Maurice,Drama,7.7,James Ivory,,2642567.0,Denholm Elliott,3130592.0,Rupert Graves,2600000.0,2642567.0,2600000.0
Creepshow 2,Fantasy,6.1,Michael Gornick,3500000.0,14000000.0,Holt McCallany,14000000.0,George Kennedy,3500000.0,14000000.0,3500000.0
Teen Wolf Too,Comedy,3.4,Christopher Leitch,3000000.0,7888703.0,Robert Neary,7888703.0,John Astin,3000000.0,7888703.0,3000000.0
Ishtar,Action,4.5,Elaine May,55000000.0,14375181.0,Warren Beatty,14375181.0,Carol Kane,51000000.0,14375181.0,51000000.0
Radio Days,Comedy,7.5,Woody Allen,16000000.0,14792779.0,Don Pardo,14792779.0,Mike Starr,16000000.0,14792779.0,16000000.0
Project X,Comedy,6.1,Jonathan Kaplan,18000000.0,21589395.0,Kirby Bliss Blanton,54724272.0,Dax Flame,12000000.0,21589395.0,12000000.0
The Barbarians,Action,5.0,Ruggero Deodato,4000000.0,800000.0,Eva LaRue,800000.0,Michael Berryman,4000000.0,800000.0,4000000.0
Cry Freedom,Biography,7.4,Richard Attenborough,29000000.0,5899797.0,Kevin McNally,5899797.0,Denzel Washington,29000000.0,5899797.0,29000000.0
Man on Fire,Action,5.9,Élie Chouraqui,,519596.0,Radha Mitchell,77862546.0,Denzel Washington,70000000.0,519596.0,70000000.0
Prison,Crime,5.8,Renny Harlin,4000000.0,345704.0,Lane Smith,354704.0,Viggo Mortensen,1300000.0,345704.0,1300000.0
American Ninja 2: The Confrontation,Action,4.9,Sam Firstenberg,350000.0,4000000.0,Steve James,4000000.0,Michael Dudikoff,350000.0,4000000.0,350000.0
Hot Pursuit,Comedy,5.8,Steven Lisberger,,4215849.0,Richard T. Jones,34507079.0,Jim Gaffigan,35000000.0,4215849.0,35000000.0
Hollywood Shuffle,Comedy,7.0,Robert Townsend,100000.0,5228617.0,Keenen Ivory Wayans,5228617.0,Robert Townsend,100000.0,5228617.0,100000.0
Malone,Action,5.7,Harley Cokeliss,10000000.0,3060858.0,Tracey Walter,3060858.0,Cliff Robertson,10000000.0,3060858.0,10000000.0
Promised Land,Drama,5.7,Michael Hoffman,,316199.0,Hal Holbrook,7556708.0,Matt Damon,15000000.0,316199.0,15000000.0
Die Hard,Action,8.2,John McTiernan,28000000.0,141603197.0,Bruce Willis,81350242.0,Alan Rickman,28000000.0,141603197.0,28000000.0
Midnight Run,Action,7.5,Martin Brest,30000000.0,81613606.0,Yaphet Kotto,38413606.0,Robert De Niro,30000000.0,81613606.0,30000000.0
Beetlejuice,Comedy,7.5,Tim Burton,15000000.0,74270074.0,Jeffrey Jones,73326666.0,Catherine O'Hara,15000000.0,74270074.0,15000000.0
Big,Comedy,7.3,Penny Marshall,18000000.0,151927281.0,Jon Lovitz,114968774.0,Tom Hanks,18000000.0,151927281.0,18000000.0
Rain Man,Drama,8.0,Barry Levinson,25000000.0,354825435.0,Valeria Golino,172825435.0,Tom Cruise,25000000.0,354825435.0,25000000.0
They Live,Action,7.3,John Carpenter,4000000.0,13008928.0,Peter Jason,13008928.0,Meg Foster,4000000.0,13008928.0,4000000.0
Crocodile Dundee II,Action,5.6,John Cornell,14000000.0,239606210.0,Linda Kozlowski,109306210.0,Paul Hogan,15800000.0,239606210.0,15800000.0
Mystic Pizza,Comedy,6.3,Donald Petrie,6000000.0,12793213.0,Lili Taylor,12793213.0,Julia Roberts,6000000.0,12793213.0,6000000.0
Akira,Animation,8.0,Katsuhiro Ôtomo,,2562351.0,Takeshi Kusao,439162.0,Mitsuo Iwata,1100000000.0,2562351.0,1100000000.0
Child's Play,Fantasy,6.6,Tom Holland,9000000.0,44196684.0,Alex Vincent,33244684.0,Catherine Hicks,9000000.0,44196684.0,9000000.0
Twins,Comedy,6.1,Ivan Reitman,15000000.0,216614388.0,Tony Jay,111936400.0,Kelly Preston,15000000.0,216614388.0,15000000.0
Young Guns,Action,6.9,Christopher Cain,13000000.0,45661556.0,Patrick Wayne,44726644.0,Jack Palance,13000000.0,45661556.0,13000000.0
Bloodsport,Action,6.8,Newt Arnold,1100000.0,11806119.0,Donald Gibb,11806119.0,Bolo Yeung,1100000.0,11806119.0,1100000.0
The Last Temptation of Christ,Drama,7.5,Martin Scorsese,7000000.0,8865702.0,Barbara Hershey,8373585.0,Irvin Kershner,7000000.0,8865702.0,7000000.0
The Land Before Time,Animation,7.4,Don Bluth,12500000.0,84460846.0,Gabriel Damon,48092846.0,Judith Barsi,12500000.0,84460846.0,12500000.0
Rambo III,Action,5.8,Peter MacDonald,63000000.0,189015611.0,Kurtwood Smith,53715611.0,Sylvester Stallone,63000000.0,189015611.0,63000000.0
Dangerous Liaisons,Drama,7.6,Stephen Frears,14000000.0,34670720.0,Peter Capaldi,34700000.0,Keanu Reeves,14000000.0,34670720.0,14000000.0
Hairspray,Comedy,7.0,John Waters,2000000.0,6673032.0,Elijah Kelley,118823091.0,Jerry Stiller,75000000.0,6673032.0,75000000.0
A Nightmare on Elm Street 4: The Dream Master,Horror,5.7,Renny Harlin,13000000.0,49369899.0,Rodney Eastman,49369900.0,Tuesday Knight,7000000.0,49369899.0,7000000.0
Halloween 4: The Return of Michael Myers,Horror,5.9,Dwight H. Little,5000000.0,17768757.0,Kathleen Kinmont,17768000.0,Donald Pleasence,5000000.0,17768757.0,5000000.0
Scrooged,Comedy,7.0,Richard Donner,32000000.0,60329001.0,Alfre Woodard,60328558.0,Bill Murray,32000000.0,60329001.0,32000000.0
My Stepmother Is an Alien,Comedy,5.4,Richard Benjamin,20000000.0,13854000.0,Alyson Hannigan,13854000.0,Jon Lovitz,20000000.0,13854000.0,20000000.0
Poltergeist III,Horror,4.7,Gary Sherman,10500000.0,14114488.0,Heather O'Rourke,14114488.0,Tom Skerritt,10500000.0,14114488.0,10500000.0
School Daze,Comedy,6.0,Spike Lee,6500000.0,14545844.0,Ossie Davis,14545844.0,Tisha Campbell-Martin,6500000.0,14545844.0,6500000.0
Phantasm II,Action,6.5,Don Coscarelli,3000000.0,7282851.0,A. Michael Baldwin,7282851.0,Angus Scrimm,3000000.0,7282851.0,3000000.0
Action Jackson,Action,5.4,Craig R. Baxley,7000000.0,20256975.0,Vanity,20257000.0,Bill Duke,7000000.0,20256975.0,7000000.0
"Bright Lights, Big City",Drama,5.7,James Bridges,25000000.0,16118077.0,Phoebe Cates,16118077.0,Dianne Wiest,25000000.0,16118077.0,25000000.0
Lady in White,Fantasy,6.7,Frank LaLoggia,4700000.0,1705139.0,Lukas Haas,1705139.0,Alex Rocco,4700000.0,1705139.0,4700000.0
Talk Radio,Drama,7.3,Oliver Stone,4000000.0,3468572.0,Zach Grenier,3468572.0,Michael Wincott,4000000.0,3468572.0,4000000.0
Chocolat,Drama,7.3,Claire Denis,,2319801.0,Leslie Caron,71309760.0,Lena Olin,25000000.0,2319801.0,25000000.0
Pulse,Horror,5.4,Paul Golding,6000000.0,40397.0,Christina Milian,20259297.0,Ian Somerhalder,20000000.0,40397.0,20000000.0
Indiana Jones and the Last Crusade,Action,8.2,Steven Spielberg,48000000.0,474171806.0,Julian Glover,197171806.0,Harrison Ford,48000000.0,474171806.0,48000000.0
Road House,Action,6.6,Rowdy Herrington,17000000.0,30050028.0,Kevin Tighe,30050028.0,Ben Gazzara,17000000.0,30050028.0,17000000.0
Batman,Action,7.5,Tim Burton,35000000.0,411508343.0,Jack Palance,251188924.0,Michael Gough,35000000.0,411508343.0,35000000.0
Bill & Ted's Excellent Adventure,Adventure,7.0,Stephen Herek,10000000.0,40508994.0,George Carlin,40485039.0,Keanu Reeves,10000000.0,40508994.0,10000000.0
Dead Poets Society,Comedy,8.1,Peter Weir,16400000.0,235860116.0,Josh Charles,95860116.0,Robin Williams,16400000.0,235860116.0,16400000.0
The Abyss,Adventure,7.5,James Cameron,70000000.0,90000098.0,Todd Graff,54222000.0,Michael Biehn,69500000.0,90000098.0,69500000.0
Back to the Future Part II,Adventure,7.8,Robert Zemeckis,40000000.0,332500002.0,Jeffrey Weissman,118500000.0,Lea Thompson,40000000.0,332500002.0,40000000.0
Do the Right Thing,Comedy,8.0,Spike Lee,6500000.0,37295445.0,John Savage,27545445.0,Ruby Dee,6500000.0,37295445.0,6500000.0
"Sex, Lies, and Videotape",Drama,7.2,Steven Soderbergh,1200000.0,24741667.0,Laura San Giacomo,24741700.0,Peter Gallagher,1200000.0,24741667.0,1200000.0
When Harry Met Sally...,Comedy,7.6,Rob Reiner,16000000.0,93232006.0,Gretchen Palmer,92823600.0,Bruno Kirby,16000000.0,93232006.0,16000000.0
Major League,Comedy,7.2,David S. Ward,11000000.0,49797148.0,Tom Berenger,49797148.0,Corbin Bernsen,11000000.0,49797148.0,11000000.0
Pet Sematary,Fantasy,6.6,Mary Lambert,11500000.0,57470138.0,Fred Gwynne,57469179.0,Miko Hughes,11500000.0,57470138.0,11500000.0
Tango & Cash,Action,6.4,Andrey Konchalovskiy,55000000.0,63408614.0,Jack Palance,63408614.0,Sylvester Stallone,55000000.0,63408614.0,55000000.0
Born on the Fourth of July,Biography,7.2,Oliver Stone,14000000.0,161001698.0,Tom Berenger,70001698.0,Tom Cruise,14000000.0,161001698.0,14000000.0
Glory,Biography,7.8,Edward Zwick,18000000.0,26979166.0,Morgan Freeman,26830000.0,Denzel Washington,18000000.0,26979166.0,18000000.0
Warlock,Action,6.2,Steve Miner,7000000.0,9094451.0,Richard E. Grant,9094451.0,Julian Sands,7000000.0,9094451.0,7000000.0
UHF,Comedy,7.0,Jay Levey,5000000.0,6157157.0,Gedde Watanabe,6157157.0,Fran Drescher,5000000.0,6157157.0,5000000.0
Star Trek V: The Final Frontier,Action,5.5,William Shatner,27800000.0,52210049.0,Nichelle Nichols,55210049.0,Leonard Nimoy,27800000.0,52210049.0,27800000.0
Black Rain,Action,6.6,Ridley Scott,30000000.0,134212055.0,Ken Takakura,45645204.0,Stephen Root,30000000.0,134212055.0,30000000.0
Troop Beverly Hills,Adventure,5.8,Jeff Kanew,18000000.0,8508843.0,Shelley Long,8508843.0,Craig T. Nelson,18000000.0,8508843.0,18000000.0
Driving Miss Daisy,Drama,7.4,Bruce Beresford,7500000.0,145793296.0,Jessica Tandy,106593296.0,Morgan Freeman,7500000.0,145793296.0,7500000.0
A Nightmare on Elm Street 5: The Dream Child,Fantasy,5.1,Stephen Hopkins,6000000.0,22168359.0,Kelly Jo Minter,22168359.0,Lisa Wilcox,8000000.0,22168359.0,8000000.0
Sea of Love,Crime,6.8,Harold Becker,19000000.0,110879513.0,Michael O'Neill,58571513.0,Al Pacino,19000000.0,110879513.0,19000000.0
Henry V,Action,7.5,Kenneth Branagh,9000000.0,10161099.0,Derek Jacobi,10161099.0,Brian Blessed,9000000.0,10161099.0,9000000.0
Friday the 13th Part VIII: Jason Takes Manhattan,Adventure,4.6,Rob Hedden,5000000.0,14343976.0,Peter Mark Richman,14343976.0,Kane Hodder,5000000.0,14343976.0,5000000.0
New York Stories,Comedy,6.4,Woody Allen,15000000.0,10763469.0,Larry David,10763469.0,Woody Allen,15000000.0,10763469.0,15000000.0
We're No Angels,Comedy,6.1,Neil Jordan,20000000.0,10555348.0,Demi Moore,10555348.0,Robert De Niro,20000000.0,10555348.0,20000000.0
The Blood of Heroes,Action,6.5,David Webb Peoples,,882290.0,Joan Chen,882290.0,Delroy Lindo,10000000.0,882290.0,10000000.0
Out Cold,Comedy,5.5,Malcolm Mowbray,,294266.0,Jason London,13903262.0,Lee Majors,11000000.0,294266.0,11000000.0
The Phantom of the Opera,Drama,5.5,Dwight H. Little,,3953745.0,Minnie Driver,51225796.0,Gerard Butler,70000000.0,3953745.0,70000000.0
The Toxic Avenger Part II,Action,5.1,Michael Herz,2300000.0,792966.0,Jessica Dublin,792966.0,Phoebe Legere,2300000.0,792966.0,2300000.0
Goodfellas,Biography,8.7,Martin Scorsese,25000000.0,46963277.0,Mike Starr,46836394.0,Robert De Niro,25000000.0,46963277.0,25000000.0
The Godfather: Part III,Crime,7.6,Francis Ford Coppola,54000000.0,136861392.0,Joe Mantegna,66676062.0,Al Pacino,54000000.0,136861392.0,54000000.0
Total Recall,Action,7.5,Paul Verhoeven,65000000.0,261317921.0,Rachel Ticotin,119412921.0,Ronny Cox,65000000.0,261317921.0,65000000.0
Pretty Woman,Comedy,7.0,Garry Marshall,14000000.0,463406268.0,Hector Elizondo,178406268.0,Julia Roberts,14000000.0,463406268.0,14000000.0
Home Alone,Comedy,7.6,Chris Columbus,18000000.0,476684675.0,Devin Ratray,285761243.0,Macaulay Culkin,18000000.0,476684675.0,18000000.0
Ghost,Drama,7.1,Jerry Zucker,22000000.0,505703557.0,Tony Goldwyn,217631306.0,Demi Moore,22000000.0,505703557.0,22000000.0
Dances with Wolves,Adventure,8.0,Kevin Costner,22000000.0,424208848.0,Michael Spears,184208848.0,Mary McDonnell,22000000.0,424208848.0,22000000.0
Tremors,Comedy,7.1,Ron Underwood,11000000.0,16667084.0,Ariana Richards,16667084.0,Reba McEntire,11000000.0,16667084.0,11000000.0
Die Hard 2,Action,7.1,Renny Harlin,70000000.0,240031274.0,John Amos,117541000.0,Bruce Willis,70000000.0,240031274.0,70000000.0
Kindergarten Cop,Action,6.2,Ivan Reitman,15000000.0,201957688.0,Cathy Moriarty,91457688.0,Richard Tyson,26000000.0,201957688.0,26000000.0
Teenage Mutant Ninja Turtles,Action,6.8,Steve Barron,13500000.0,201965915.0,Danny Woodburn,190871240.0,Noel Fisher,125000000.0,201965915.0,125000000.0
Edward Scissorhands,Drama,7.9,Tim Burton,20000000.0,86024005.0,Dianne Wiest,56362352.0,Johnny Depp,20000000.0,86024005.0,20000000.0
The Hunt for Red October,Action,7.6,John McTiernan,30000000.0,200512643.0,Jeffrey Jones,122012643.0,Scott Glenn,30000000.0,200512643.0,30000000.0
Dick Tracy,Action,6.1,Warren Beatty,47000000.0,162738726.0,Warren Beatty,103738726.0,Charlie Korsmo,100000000.0,162738726.0,100000000.0
Predator 2,Action,6.3,Stephen Hopkins,35000000.0,57120318.0,Robert Davi,30669413.0,Adam Baldwin,35000000.0,57120318.0,35000000.0
Back to the Future Part III,Adventure,7.4,Robert Zemeckis,40000000.0,245077583.0,Jeffrey Weissman,87666629.0,Lea Thompson,40000000.0,245077583.0,40000000.0
Arachnophobia,Comedy,6.4,Frank Marshall,22000000.0,53208180.0,Peter Jason,53133888.0,Julian Sands,31000000.0,53208180.0,31000000.0
Days of Thunder,Action,6.1,Tony Scott,60000000.0,157920733.0,Robert Duvall,82670733.0,Tom Cruise,60000000.0,157920733.0,60000000.0
Gremlins 2: The New Batch,Comedy,6.4,Joe Dante,50000000.0,41482207.0,Robert Picardo,41482207.0,Christopher Lee,50000000.0,41482207.0,50000000.0
Child's Play 2,Horror,5.9,John Lafia,13000000.0,35763605.0,Beth Grant,28501605.0,Jenny Agutter,13000000.0,35763605.0,13000000.0
Slacker,Comedy,7.1,Richard Linklater,23000.0,1228108.0,Richard Linklater,1227508.0,Tommy Pallotta,23000.0,1228108.0,23000.0
Flatliners,Drama,6.6,Joel Schumacher,26000000.0,61489265.0,Oliver Platt,61490000.0,Julia Roberts,26000000.0,61489265.0,26000000.0
Quigley Down Under,Action,6.9,Simon Wincer,20000000.0,21413105.0,Tom Selleck,21413105.0,Alan Rickman,20000000.0,21413105.0,20000000.0
Night of the Living Dead,Horror,6.9,Tom Savini,4200000.0,5835247.0,Duane Jones,,Judith O'Dea,114000.0,5835247.0,114000.0
Hamlet,Drama,6.7,Franco Zeffirelli,,20710451.0,Brian Blessed,4414535.0,Julie Christie,18000000.0,20710451.0,18000000.0
The Adventures of Ford Fairlane,Action,6.4,Renny Harlin,20000000.0,21413502.0,Gilbert Gottfried,21413502.0,Lauren Holly,40000000.0,21413502.0,40000000.0
Mo' Better Blues,Drama,6.6,Spike Lee,10000000.0,16153593.0,Nicholas Turturro,16153600.0,Denzel Washington,10000000.0,16153593.0,10000000.0
The Rookie,Action,5.9,Clint Eastwood,10000000.0,21633874.0,Jay Hernandez,75597042.0,Dennis Quaid,20000000.0,21633874.0,20000000.0
Metropolitan,Comedy,7.4,Whit Stillman,230000.0,2960492.0,Taylor Nichols,2938208.0,Chris Eigeman,225000.0,2960492.0,225000.0
Two Evil Eyes,Horror,6.1,Dario Argento,9000000.0,349618.0,Adrienne Barbeau,349618.0,John Amos,9000000.0,349618.0,9000000.0
Trust,Comedy,7.4,Hal Hartley,700000.0,357400.0,Jordan Trovillion,58214.0,Noah Emmerich,9500000.0,357400.0,9500000.0
Everybody's Fine,Drama,7.7,Giuseppe Tornatore,,1745470.0,James Frain,8855646.0,Robert De Niro,21000000.0,1745470.0,21000000.0
Spaced Invaders,Adventure,5.3,Patrick Read Johnson,3000000.0,15369573.0,Royal Dano,15369573.0,Ariana Richards,3000000.0,15369573.0,3000000.0
Where the Heart Is,Comedy,6.0,John Boorman,15000000.0,1106475.0,James Frain,33771174.0,Natalie Portman,15000000.0,1106475.0,15000000.0
Terminator 2: Judgment Day,Action,8.5,James Cameron,102000000.0,520881154.0,Jenette Goldstein,204843350.0,Joe Morton,102000000.0,520881154.0,102000000.0
Point Break,Action,7.3,Kathryn Bigelow,24000000.0,83531958.0,Edgar Ramírez,28772222.0,Ray Winstone,105000000.0,83531958.0,105000000.0
The Silence of the Lambs,Crime,8.6,Jonathan Demme,19000000.0,272742922.0,Scott Glenn,130727000.0,Anthony Hopkins,19000000.0,272742922.0,19000000.0
Hook,Adventure,6.8,Steven Spielberg,70000000.0,300854823.0,Julia Roberts,119654900.0,Robin Williams,70000000.0,300854823.0,70000000.0
Boyz n the Hood,Crime,7.8,John Singleton,6500000.0,57529070.0,Lloyd Avery II,57504069.0,John Cothran,6000000.0,57529070.0,6000000.0
Cape Fear,Crime,7.3,Martin Scorsese,35000000.0,182291969.0,Robert Mitchum,79100000.0,Robert De Niro,35000000.0,182291969.0,35000000.0
The Addams Family,Comedy,6.9,Barry Sonnenfeld,30000000.0,191502426.0,Raul Julia,113502246.0,Anjelica Huston,38000000.0,191502426.0,38000000.0
Y Tu Mamá También,Drama,7.6,Alfonso Cuarón,2000000.0,33616692.0,Daniel Giménez Cacho,13622333.0,Maribel Verdú,2000000.0,33616692.0,2000000.0
Robin Hood: Prince of Thieves,Action,6.9,Kevin Reynolds,48000000.0,390493908.0,Morgan Freeman,165500000.0,Alan Rickman,48000000.0,390493908.0,48000000.0
The Doors,Biography,7.2,Oliver Stone,38000000.0,34416893.0,Kevin Dillon,35183792.0,Michael Wincott,38000000.0,34416893.0,38000000.0
JFK,Drama,8.0,Oliver Stone,40000000.0,205405498.0,Jay O. Sanders,70405498.0,Sally Kirkland,40000000.0,205405498.0,40000000.0
My Girl,Comedy,6.9,Howard Zieff,17000000.0,59489799.0,Jamie Lee Curtis,59847242.0,Macaulay Culkin,16500000.0,59489799.0,16500000.0
