name,genre,score,director,star,budget_x,gross_x,director_name,actor_2_name,gross_y,genres,actor_1_name,movie_title,budget_y,imdb_score
Sherlock Holmes,Action,7.6,Guy Ritchie,Robert Downey Jr.,90000000.0,524028679.0,Guy Ritchie,Eddie Marsan,209019489.0,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,Sherlock Holmes,90000000.0,7.6
District 9,Action,7.9,Neill Blomkamp,Sharlto Copley,30000000.0,210888950.0,Neill Blomkamp,Jed Brophy,115646235.0,Action|Sci-Fi|Thriller,Sharlto Copley,District 9,30000000.0,8.0
The Blind Side,Biography,7.6,John Lee Hancock,Quinton Aaron,29000000.0,309208309.0,John Lee Hancock,Quinton Aaron,255950375.0,Biography|Drama|Sport,Catherine Dyer,The Blind Side,29000000.0,7.7
Up,Animation,8.2,Pete Docter,Edward Asner,175000000.0,735099102.0,Pete Docter,Delroy Lindo,292979556.0,Adventure|Animation|Comedy|Family,John Ratzenberger,Up,175000000.0,8.3
X-Men Origins: Wolverine,Action,6.6,Gavin Hood,Hugh Jackman,150000000.0,373062864.0,Gavin Hood,Ryan Reynolds,179883016.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,X-Men Origins: Wolverine,150000000.0,6.7
Fantastic Mr. Fox,Animation,7.9,Wes Anderson,George Clooney,40000000.0,46474181.0,Wes Anderson,Meryl Streep,20999103.0,Adventure|Animation|Comedy|Crime|Family,Bill Murray,Fantastic Mr. Fox,40000000.0,7.8
Brothers,Action,7.1,Jim Sheridan,Jake Gyllenhaal,26000000.0,43474578.0,Jim Sheridan,Jake Gyllenhaal,28501651.0,Drama|Thriller,Natalie Portman,Brothers,26000000.0,7.1
Brothers,Action,7.1,Jim Sheridan,Jake Gyllenhaal,26000000.0,43474578.0,Jim Sheridan,Jake Gyllenhaal,28501651.0,Drama|Thriller,Natalie Portman,Brothers,26000000.0,7.1
Orphan,Horror,7.0,Jaume Collet-Serra,Vera Farmiga,,77912251.0,Jaume Collet-Serra,CCH Pounder,41573740.0,Horror|Mystery|Thriller,Jimmy Bennett,Orphan,,7.0
Transformers: Revenge of the Fallen,Action,6.0,Michael Bay,Shia LaBeouf,200000000.0,836303693.0,Michael Bay,Kevin Dunn,402076689.0,Action|Adventure|Sci-Fi,Glenn Morshower,Transformers: Revenge of the Fallen,200000000.0,6.0
Up in the Air,Comedy,7.4,Jason Reitman,George Clooney,25000000.0,166842739.0,Jason Reitman,Anna Kendrick,83813460.0,Drama|Romance,J.K. Simmons,Up in the Air,25000000.0,7.4
The Twilight Saga: New Moon,Adventure,4.7,Chris Weitz,Kristen Stewart,50000000.0,711025481.0,Chris Weitz,Kristen Stewart,296623634.0,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: New Moon,50000000.0,4.6
The Princess and the Frog,Animation,7.1,Ron Clements,Anika Noni Rose,105000000.0,267045765.0,Ron Clements,Jenifer Lewis,104374107.0,Animation|Family|Fantasy|Musical|Romance,Oprah Winfrey,The Princess and the Frog,105000000.0,7.1
Terminator Salvation,Action,6.5,McG,Christian Bale,200000000.0,371353001.0,McG,Bryce Dallas Howard,125320003.0,Action|Adventure|Sci-Fi,Christian Bale,Terminator Salvation,200000000.0,6.6
Coraline,Animation,7.7,Henry Selick,Dakota Fanning,60000000.0,124596837.0,Henry Selick,Dawn French,75280058.0,Animation|Family|Fantasy,Jennifer Saunders,Coraline,60000000.0,7.7
Moon,Drama,7.8,Duncan Jones,Sam Rockwell,5000000.0,9760107.0,Duncan Jones,Matt Berry,5009677.0,Drama|Mystery|Sci-Fi,Kevin Spacey,Moon,5000000.0,7.9
"I Love You, Man",Comedy,7.0,John Hamburg,Paul Rudd,40000000.0,91980359.0,John Hamburg,Jon Favreau,71347010.0,Comedy|Romance,J.K. Simmons,"I Love You, Man",40000000.0,7.1
Public Enemies,Biography,7.0,Michael Mann,Christian Bale,100000000.0,214104620.0,Michael Mann,Christian Bale,97030725.0,Biography|Crime|Drama|History|Romance,Johnny Depp,Public Enemies,100000000.0,7.0
Law Abiding Citizen,Action,7.4,F. Gary Gray,Gerard Butler,50000000.0,127944208.0,F. Gary Gray,Leslie Bibb,73343413.0,Crime|Drama|Thriller,Gerard Butler,Law Abiding Citizen,50000000.0,7.4
The Proposal,Comedy,6.7,Anne Fletcher,Sandra Bullock,40000000.0,317375031.0,Anne Fletcher,Denis O'Hare,163947053.0,Comedy|Drama|Romance,Ryan Reynolds,The Proposal,40000000.0,6.7
Enter the Void,Drama,7.3,Gaspar Noé,Nathaniel Brown,16000000.0,775385.0,Gaspar Noé,Emily Alyn Lind,336467.0,Drama|Fantasy,Paz de la Huerta,Enter the Void,13000000.0,7.3
17 Again,Comedy,6.4,Burr Steers,Zac Efron,20000000.0,136316880.0,Burr Steers,Hunter Parrish,64149837.0,Comedy|Drama|Family|Fantasy|Romance,Matthew Perry,17 Again,20000000.0,6.4
Knowing,Action,6.2,Alex Proyas,Nicolas Cage,50000000.0,183658498.0,Alex Proyas,Ben Mendelsohn,79948113.0,Drama|Mystery|Sci-Fi|Thriller,Nicolas Cage,Knowing,50000000.0,6.2
Dogtooth,Drama,7.2,Yorgos Lanthimos,Christos Stergioglou,,676126.0,Yorgos Lanthimos,Mary Tsoni,110197.0,Drama|Thriller,Angeliki Papoulia,Dogtooth,,7.3
Angels & Demons,Action,6.7,Ron Howard,Tom Hanks,150000000.0,485930816.0,Ron Howard,Ayelet Zurer,133375846.0,Mystery|Thriller,Tom Hanks,Angels & Demons,150000000.0,6.7
The Road,Drama,7.2,John Hillcoat,Viggo Mortensen,25000000.0,27639579.0,John Hillcoat,Charlize Theron,56692.0,Adventure|Drama,Viggo Mortensen,The Road,25000000.0,7.3
Whip It,Drama,6.9,Drew Barrymore,Elliot Page,15000000.0,16691303.0,Drew Barrymore,Jimmy Fallon,13034417.0,Drama|Sport,Daniel Stern,Whip It,15000000.0,6.9
The Secret in Their Eyes,Drama,8.2,Juan José Campanella,Ricardo Darín,2000000.0,35079650.0,Juan José Campanella,Soledad Villamil,20167424.0,Drama|Mystery|Thriller,Ricardo Darín,The Secret in Their Eyes,2000000.0,8.2
Pandorum,Action,6.7,Christian Alvart,Dennis Quaid,33000000.0,20648328.0,Christian Alvart,Dennis Quaid,10326062.0,Action|Horror|Mystery|Sci-Fi|Thriller,Norman Reedus,Pandorum,33000000.0,6.8
Monsters vs. Aliens,Animation,6.4,Rob Letterman,Reese Witherspoon,175000000.0,381509870.0,Rob Letterman,Rainn Wilson,198332128.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Amy Poehler,Monsters vs. Aliens,175000000.0,6.5
Underworld: Rise of the Lycans,Action,6.6,Patrick Tatopoulos,Rhona Mitra,35000000.0,92158961.0,Patrick Tatopoulos,Kevin Grevioux,45802315.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Craig Parker,Underworld: Rise of the Lycans,35000000.0,6.6
Couples Retreat,Comedy,5.5,Peter Billingsley,Vince Vaughn,70000000.0,171844840.0,Peter Billingsley,Kristin Davis,109176215.0,Comedy,Jon Favreau,Couples Retreat,60000000.0,5.5
Ondine,Drama,6.8,Neil Jordan,Colin Farrell,12000000.0,1790061.0,Neil Jordan,Stephen Rea,548934.0,Drama|Mystery|Romance,Tony Curran,Ondine,12000000.0,6.8
Drag Me to Hell,Horror,6.5,Sam Raimi,Alison Lohman,30000000.0,90842646.0,Sam Raimi,Alison Lohman,42057340.0,Horror|Thriller,Bojana Novakovic,Drag Me to Hell,30000000.0,6.6
The Last House on the Left,Horror,6.5,Dennis Iliadis,Garret Dillahunt,15000000.0,45995223.0,Dennis Iliadis,Monica Potter,32721635.0,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left,15000000.0,6.6
The Last House on the Left,Horror,6.5,Dennis Iliadis,Garret Dillahunt,15000000.0,45995223.0,Dennis Iliadis,Monica Potter,32721635.0,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left,15000000.0,6.6
The Girl with the Dragon Tattoo,Crime,7.8,Niels Arden Oplev,Michael Nyqvist,13000000.0,104414200.0,David Fincher,Goran Visnjic,102515793.0,Crime|Drama|Mystery|Thriller,Robin Wright,The Girl with the Dragon Tattoo,90000000.0,7.8
The Girl with the Dragon Tattoo,Crime,7.8,David Fincher,Daniel Craig,90000000.0,232617430.0,David Fincher,Goran Visnjic,102515793.0,Crime|Drama|Mystery|Thriller,Robin Wright,The Girl with the Dragon Tattoo,90000000.0,7.8
Where the Wild Things Are,Adventure,6.7,Spike Jonze,Max Records,100000000.0,100140916.0,Spike Jonze,Ryan Corr,77222184.0,Adventure|Drama|Family|Fantasy,Catherine O'Hara,Where the Wild Things Are,100000000.0,6.8
Sorority Row,Horror,5.1,Stewart Hendler,Briana Evigan,12500000.0,27206120.0,Stewart Hendler,Margo Harshman,11956207.0,Horror|Mystery,Julian Morris,Sorority Row,16000000.0,5.1
Gamer,Action,5.8,Mark Neveldine,Gerard Butler,50000000.0,40828540.0,Mark Neveldine,Logan Lerman,20488579.0,Action|Sci-Fi|Thriller,Gerard Butler,Gamer,50000000.0,5.8
The Imaginarium of Doctor Parnassus,Adventure,6.8,Terry Gilliam,Christopher Plummer,30000000.0,61808775.0,Terry Gilliam,Lily Cole,7689458.0,Adventure|Fantasy|Mystery,Andrew Garfield,The Imaginarium of Doctor Parnassus,40000000.0,6.8
Night at the Museum: Battle of the Smithsonian,Adventure,6.0,Shawn Levy,Ben Stiller,150000000.0,413106170.0,Shawn Levy,Rami Malek,177243721.0,Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum: Battle of the Smithsonian,150000000.0,5.9
Year One,Comedy,4.9,Harold Ramis,Jack Black,60000000.0,62357900.0,Harold Ramis,Oliver Platt,43337279.0,Adventure|Comedy,Olivia Wilde,Year One,60000000.0,4.9
Adventureland,Comedy,6.8,Greg Mottola,Jesse Eisenberg,,17164820.0,Greg Mottola,Martin Starr,16025394.0,Comedy|Drama|Romance,Kristen Stewart,Adventureland,,6.8
Precious,Drama,7.3,Lee Daniels,Gabourey Sidibe,10000000.0,63649529.0,Lee Daniels,Gabourey Sidibe,47536959.0,Drama,Mo'Nique,Precious,10000000.0,7.3
Precious,Drama,7.3,Lee Daniels,Gabourey Sidibe,10000000.0,63649529.0,Lee Daniels,Gabourey Sidibe,47536959.0,Drama,Mo'Nique,Precious,10000000.0,7.3
The Time Traveler's Wife,Drama,7.1,Robert Schwentke,Eric Bana,39000000.0,101344412.0,Robert Schwentke,Brooklynn Proulx,63411478.0,Drama|Fantasy|Romance|Sci-Fi,Arliss Howard,The Time Traveler's Wife,39000000.0,7.1
Cloudy with a Chance of Meatballs,Animation,6.9,Phil Lord,Anna Faris,100000000.0,243006126.0,Phil Lord,Bobb'e J. Thompson,124870275.0,Animation|Comedy|Family|Sci-Fi,Will Forte,Cloudy with a Chance of Meatballs,100000000.0,7.0
A Perfect Getaway,Drama,6.5,David Twohy,Milla Jovovich,14000000.0,22955544.0,David Twohy,Milla Jovovich,15483540.0,Adventure|Mystery|Thriller,Chris Hemsworth,A Perfect Getaway,14000000.0,6.5
Invictus,Biography,7.3,Clint Eastwood,Morgan Freeman,60000000.0,122426792.0,Clint Eastwood,Morgan Freeman,37479778.0,Biography|Drama|History|Sport,Matt Damon,Invictus,60000000.0,7.4
The Ugly Truth,Comedy,6.4,Robert Luketic,Katherine Heigl,38000000.0,321682600.0,Robert Luketic,John Michael Higgins,88915214.0,Comedy|Romance,Gerard Butler,The Ugly Truth,38000000.0,6.5
The Invention of Lying,Comedy,6.4,Ricky Gervais,Ricky Gervais,18500000.0,32406507.0,Ricky Gervais,Tina Fey,18439082.0,Comedy|Fantasy|Romance,Jennifer Garner,The Invention of Lying,18500000.0,6.4
The Fourth Kind,Horror,5.9,Olatunde Osunsanmi,Milla Jovovich,10000000.0,47719794.0,Olatunde Osunsanmi,Will Patton,25464480.0,Mystery|Sci-Fi|Thriller,Milla Jovovich,The Fourth Kind,10000000.0,5.9
A Serious Man,Comedy,7.1,Ethan Coen,Michael Stuhlbarg,7000000.0,31430334.0,Ethan Coen,Fred Melamed,9190525.0,Comedy|Drama,Michael Stuhlbarg,A Serious Man,7000000.0,7.0
Extract,Comedy,6.1,Mike Judge,Jason Bateman,8000000.0,10848783.0,Mike Judge,Mila Kunis,10814185.0,Comedy|Crime|Romance,J.K. Simmons,Extract,8000000.0,6.2
Ninja Assassin,Action,6.3,James McTeigue,Rain,40000000.0,61601280.0,James McTeigue,Ben Miles,38105077.0,Action|Crime|Thriller,Shô Kosugi,Ninja Assassin,40000000.0,6.4
The Men Who Stare at Goats,Comedy,6.2,Grant Heslov,Ewan McGregor,25000000.0,69095771.0,Grant Heslov,Jeff Bridges,32416109.0,Comedy|War,Kevin Spacey,The Men Who Stare at Goats,25000000.0,6.2
Land of the Lost,Action,5.3,Brad Silberling,Will Ferrell,100000000.0,68777554.0,Brad Silberling,Anna Friel,49392095.0,Adventure|Comedy|Sci-Fi,Will Ferrell,Land of the Lost,100000000.0,5.4
A Single Man,Drama,7.5,Tom Ford,Colin Firth,7000000.0,24964890.0,Tom Ford,Teddy Sears,9166863.0,Drama|Romance,Colin Firth,A Single Man,7000000.0,7.6
Pirate Radio,Comedy,7.4,Richard Curtis,Philip Seymour Hoffman,50000000.0,36348784.0,Richard Curtis,Charlie Rowe,7994115.0,Comedy|Drama|Music,Philip Seymour Hoffman,Pirate Radio,,7.4
Case 39,Horror,6.2,Christian Alvart,Renée Zellweger,26000000.0,28190603.0,Christian Alvart,Callum Rennie,13248477.0,Horror|Mystery|Thriller,Bradley Cooper,Case 39,27000000.0,6.2
It's Complicated,Comedy,6.5,Nancy Meyers,Meryl Streep,85000000.0,219103655.0,Nancy Meyers,Hunter Parrish,112703470.0,Comedy|Drama|Romance,Meryl Streep,It's Complicated,85000000.0,6.6
The Final Destination,Action,5.2,David R. Ellis,Nick Zano,40000000.0,186167139.0,David R. Ellis,Andrew Fiscella,66466372.0,Horror,Krista Allen,The Final Destination,40000000.0,5.2
Chloe,Drama,6.3,Atom Egoyan,Julianne Moore,14000000.0,13657649.0,Atom Egoyan,Meghan Heffern,3074838.0,Drama|Mystery|Romance|Thriller,Liam Neeson,Chloe,11000000.0,6.3
Agora,Adventure,7.2,Alejandro Amenábar,Rachel Weisz,70000000.0,39457342.0,Alejandro Amenábar,Ashraf Barhom,617840.0,Adventure|Drama|History|Romance,Max Minghella,Agora,70000000.0,7.2
The Joneses,Comedy,6.4,Derrick Borte,Demi Moore,10000000.0,7043835.0,Derrick Borte,Gary Cole,1474508.0,Comedy|Drama,Demi Moore,The Joneses,5000000.0,6.5
Daybreakers,Action,6.4,Michael Spierig,Ethan Hawke,20000000.0,51417188.0,Michael Spierig,Damien Garvey,29975979.0,Action|Horror|Sci-Fi|Thriller,Jay Laga'aia,Daybreakers,20000000.0,6.5
An Education,Drama,7.3,Lone Scherfig,Carey Mulligan,7500000.0,26096852.0,Lone Scherfig,Olivia Williams,12574715.0,Drama,Dominic Cooper,An Education,4500000.0,7.3
Crazy Heart,Drama,7.2,Scott Cooper,Jeff Bridges,7000000.0,47405566.0,Scott Cooper,Beth Grant,39462438.0,Drama|Music|Romance,Jeff Bridges,Crazy Heart,7000000.0,7.3
Ice Age: Dawn of the Dinosaurs,Animation,6.9,Carlos Saldanha,Ray Romano,90000000.0,886686817.0,Carlos Saldanha,Maile Flanagan,196573705.0,Action|Adventure|Animation|Comedy|Family,Denis Leary,Ice Age: Dawn of the Dinosaurs,90000000.0,7.0
Crank: High Voltage,Action,6.2,Mark Neveldine,Jason Statham,20000000.0,34572541.0,Mark Neveldine,Clifton Collins Jr.,13630226.0,Action|Crime|Sci-Fi|Thriller,Jason Statham,Crank: High Voltage,20000000.0,6.2
The International,Action,6.5,Tom Tykwer,Clive Owen,50000000.0,60253843.0,Tom Tykwer,Brían F. O'Byrne,25450527.0,Action|Crime|Drama|Mystery|Thriller,Naomi Watts,The International,50000000.0,6.5
Julie & Julia,Biography,7.0,Nora Ephron,Amy Adams,40000000.0,129540522.0,Nora Ephron,Mary Lynn Rajskub,94125426.0,Biography|Drama|Romance,Meryl Streep,Julie & Julia,40000000.0,7.0
Race to Witch Mountain,Action,5.7,Andy Fickman,Dwayne Johnson,65000000.0,106387141.0,Andy Fickman,Billy Brown,67128202.0,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,Dwayne Johnson,Race to Witch Mountain,65000000.0,5.7
9,Animation,7.1,Shane Acker,Elijah Wood,30000000.0,48428063.0,Shane Acker,Alan Oppenheimer,31743332.0,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,Martin Landau,9,30000000.0,7.1
The Young Victoria,Biography,7.3,Jean-Marc Vallée,Emily Blunt,35000000.0,29196409.0,Jean-Marc Vallée,Jim Broadbent,10991381.0,Biography|Drama|History|Romance,Michiel Huisman,The Young Victoria,35000000.0,7.3
Splice,Drama,5.7,Vincenzo Natali,Adrien Brody,30000000.0,27127620.0,Vincenzo Natali,David Hewlett,16999046.0,Drama|Horror|Sci-Fi,Sarah Polley,Splice,26000000.0,5.8
My Sister's Keeper,Drama,7.4,Nick Cassavetes,Cameron Diaz,30000000.0,95714875.0,Nick Cassavetes,Sofia Vassilieva,49185998.0,Drama,Jason Patric,My Sister's Keeper,30000000.0,7.4
Bride Wars,Comedy,5.5,Gary Winick,Kate Hudson,30000000.0,115375850.0,Gary Winick,Steve Howey,58715510.0,Comedy|Romance,Anne Hathaway,Bride Wars,30000000.0,5.4
Surrogates,Action,6.3,Jonathan Mostow,Bruce Willis,80000000.0,122444772.0,Jonathan Mostow,Devin Ratray,38542418.0,Action|Sci-Fi|Thriller,Bruce Willis,Surrogates,80000000.0,6.3
Funny People,Comedy,6.3,Judd Apatow,Adam Sandler,75000000.0,71585235.0,Judd Apatow,RZA,51814190.0,Comedy|Drama,Adam Sandler,Funny People,75000000.0,6.4
Saw VI,Horror,6.0,Kevin Greutert,Tobin Bell,11000000.0,68234154.0,Kevin Greutert,Shawnee Smith,27669413.0,Horror|Mystery,Costas Mandylor,Saw VI,11000000.0,6.0
Fish Tank,Drama,7.3,Andrea Arnold,Katie Jarvis,3000000.0,2404300.0,Andrea Arnold,Harry Treadaway,373060.0,Drama,Michael Fassbender,Fish Tank,,7.3
After.Life,Drama,5.9,Agnieszka Wojtowicz-Vosloo,Christina Ricci,4500000.0,2425535.0,Agnieszka Wojtowicz-Vosloo,Josh Charles,108229.0,Drama|Horror|Mystery|Thriller,Liam Neeson,After.Life,4500000.0,5.9
Nine,Drama,5.8,Rob Marshall,Daniel Day-Lewis,80000000.0,54004950.0,Rob Marshall,Elio Germano,19673424.0,Drama|Musical|Romance,Fergie,Nine,80000000.0,5.8
Paul Blart: Mall Cop,Action,5.2,Steve Carr,Kevin James,26000000.0,183348429.0,Steve Carr,Adhir Kalyan,20819129.0,Action|Comedy|Crime,Erick Avari,Paul Blart: Mall Cop,26000000.0,5.2
The Box,Drama,5.6,Richard Kelly,Cameron Diaz,30000000.0,33334176.0,Richard Kelly,Gillian Jacobs,15045676.0,Drama|Fantasy|Mystery|Thriller,Frank Langella,The Box,16000000.0,5.6
Brüno,Comedy,5.8,Larry Charles,Sacha Baron Cohen,42000000.0,138805831.0,Larry Charles,Elton John,59992760.0,Comedy,Bono,Brüno,42000000.0,5.8
"I Love You, Beth Cooper",Comedy,5.3,Chris Columbus,Hayden Panettiere,18000000.0,15821907.0,Chris Columbus,Marie Avgeropoulos,14793904.0,Comedy|Romance,Alan Ruck,"I Love You, Beth Cooper",18000000.0,5.3
All About Steve,Comedy,4.8,Phil Traill,Sandra Bullock,15000000.0,40105542.0,Phil Traill,Katy Mixon,33860010.0,Comedy|Romance,Bradley Cooper,All About Steve,15000000.0,4.8
Old Dogs,Comedy,5.3,Walt Becker,Robin Williams,35000000.0,96753696.0,Walt Becker,Bernie Mac,49474048.0,Comedy|Family,Robin Williams,Old Dogs,35000000.0,5.4
Nowhere Boy,Biography,7.1,Sam Taylor-Johnson,Aaron Taylor-Johnson,,6577779.0,Sam Taylor-Johnson,Ophelia Lovibond,1445366.0,Biography|Drama|Music,Kristin Scott Thomas,Nowhere Boy,,7.2
The Girlfriend Experience,Drama,5.5,Steven Soderbergh,Sasha Grey,1700000.0,1060941.0,,Riley Keough,,Drama,Mary Lynn Rajskub,The Girlfriend Experience,,7.3
I Love You Phillip Morris,Biography,6.6,Glenn Ficarra,Jim Carrey,13000000.0,20768906.0,Glenn Ficarra,Louis Herthum,2035566.0,Biography|Comedy|Crime|Drama|Romance,Dameon Clarke,I Love You Phillip Morris,13000000.0,6.6
Bad Lieutenant: Port of Call New Orleans,Crime,6.6,Werner Herzog,Nicolas Cage,25000000.0,10606422.0,Werner Herzog,Shea Whigham,1697956.0,Crime|Drama,Nicolas Cage,Bad Lieutenant: Port of Call New Orleans,20000000.0,6.7
Brooklyn's Finest,Action,6.7,Antoine Fuqua,Richard Gere,17000000.0,45719985.0,Antoine Fuqua,Lili Taylor,27154426.0,Crime|Drama|Thriller,Don Cheadle,Brooklyn's Finest,17000000.0,6.7
The White Ribbon,Drama,7.8,Michael Haneke,Christian Friedel,18000000.0,19319671.0,Michael Haneke,Burghart Klaußner,2222647.0,Drama|Mystery,Ulrich Tukur,The White Ribbon,12000000.0,7.8
The Boondock Saints II: All Saints Day,Action,6.3,Troy Duffy,Sean Patrick Flanery,8000000.0,10629321.0,Troy Duffy,Julie Benz,10269307.0,Action|Crime|Thriller,Norman Reedus,The Boondock Saints II: All Saints Day,8000000.0,6.3
Whatever Works,Comedy,7.1,Woody Allen,Evan Rachel Wood,15000000.0,36020534.0,Woody Allen,Michael McKean,5306447.0,Comedy|Romance,Larry David,Whatever Works,15000000.0,7.2
Hannah Montana: The Movie,Comedy,4.6,Peter Chelsom,Miley Cyrus,30000000.0,155545279.0,Peter Chelsom,Vanessa Williams,79566871.0,Comedy|Drama|Family|Music|Romance,Emily Osment,Hannah Montana: The Movie,30000000.0,4.2
12 Rounds,Action,5.6,Renny Harlin,John Cena,22000000.0,17280326.0,Renny Harlin,Ashley Scott,12232937.0,Action|Crime|Thriller,Taylor Cole,12 Rounds,22000000.0,5.6
Survival of the Dead,Comedy,4.9,George A. Romero,Alan Van Sprang,4000000.0,386078.0,George A. Romero,Shawn Roberts,101055.0,Horror,Julian Richings,Survival of the Dead,4000000.0,5.0
I Am Love,Drama,7.0,Luca Guadagnino,Tilda Swinton,,12014663.0,Luca Guadagnino,Waris Ahluwalia,5004648.0,Drama|Romance,Flavio Parenti,I Am Love,10000000.0,7.0
The House of the Devil,Horror,6.4,Ti West,Jocelin Donahue,900000.0,101215.0,Ti West,Greta Gerwig,100659.0,Horror,Lena Dunham,The House of the Devil,900000.0,6.4
Astro Boy,Animation,6.3,David Bowers,Freddie Highmore,65000000.0,39886986.0,David Bowers,Charlize Theron,19548064.0,Action|Animation|Comedy|Family|Sci-Fi,Nicolas Cage,Astro Boy,65000000.0,6.3
Carriers,Adventure,6.0,David Pastor,Chris Pine,,5805279.0,David Pastor,Kiernan Shipka,90820.0,Drama|Horror|Sci-Fi|Thriller,Christopher Meloni,Carriers,,6.0
My Life in Ruins,Comedy,5.9,Donald Petrie,Nia Vardalos,17000000.0,20458873.0,Donald Petrie,Harland Williams,8662318.0,Comedy|Romance,Nia Vardalos,My Life in Ruins,17000000.0,5.9
G-Force,Animation,5.1,Hoyt Yeatman,Will Arnett,150000000.0,292817898.0,Hoyt Yeatman,Piper Mackenzie Harris,119420252.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Kelli Garner,G-Force,150000000.0,5.1
Did You Hear About the Morgans?,Comedy,4.9,Marc Lawrence,Hugh Grant,58000000.0,85280250.0,Marc Lawrence,Kim Shaw,29580087.0,Comedy|Drama|Romance,Michael Kelly,Did You Hear About the Morgans?,58000000.0,4.7
Away We Go,Adventure,7.0,Sam Mendes,John Krasinski,17000000.0,15779455.0,Sam Mendes,Jim Gaffigan,9430988.0,Comedy|Drama|Romance,Catherine O'Hara,Away We Go,17000000.0,7.1
Love Happens,Drama,5.7,Brandon Camp,Jennifer Aniston,18000000.0,36088028.0,Brandon Camp,Sasha Alexander,22927390.0,Drama|Romance,Judy Greer,Love Happens,18000000.0,5.6
Youth in Revolt,Comedy,6.4,Miguel Arteta,Michael Cera,18000000.0,19651093.0,Miguel Arteta,Ari Graynor,15281286.0,Comedy|Drama|Romance,Steve Buscemi,Youth in Revolt,18000000.0,6.5
Observe and Report,Comedy,5.8,Jody Hill,Seth Rogen,18000000.0,26973554.0,Jody Hill,Celia Weston,23993605.0,Comedy|Crime|Drama,Collette Wolfe,Observe and Report,18000000.0,5.8
Bright Star,Biography,6.9,Jane Campion,Abbie Cornish,8500000.0,14374652.0,Jane Campion,Paul Schneider,4440055.0,Biography|Drama|Romance,Abbie Cornish,Bright Star,8500000.0,7.0
Harry Brown,Action,7.2,Daniel Barber,Michael Caine,7300000.0,10371451.0,Daniel Barber,Jack O'Connell,1818681.0,Action|Crime|Drama|Thriller,Joseph Gilgun,Harry Brown,7300000.0,7.2
Duplicity,Comedy,6.2,Tony Gilroy,Julia Roberts,60000000.0,78176181.0,Tony Gilroy,Tom Wilkinson,40559930.0,Comedy|Crime|Romance|Thriller,Julia Roberts,Duplicity,60000000.0,6.2
The Informant!,Biography,6.4,Steven Soderbergh,Matt Damon,22000000.0,41771168.0,Steven Soderbergh,Joel McHale,33313582.0,Comedy|Crime|Drama|Thriller,Matt Damon,The Informant!,21000000.0,6.5
Planet 51,Animation,6.0,Jorge Blanco,Dwayne Johnson,70000000.0,105647102.0,Jorge Blanco,Gary Oldman,42194060.0,Adventure|Animation|Comedy|Family|Sci-Fi,Dwayne Johnson,Planet 51,70000000.0,6.1
Madea Goes to Jail,Comedy,4.5,Tyler Perry,Tyler Perry,,90508336.0,Tyler Perry,Keshia Knight Pulliam,90485233.0,Comedy|Crime|Drama,Vanessa Ferlito,Madea Goes to Jail,,4.1
A Christmas Carol,Animation,6.8,Robert Zemeckis,Jim Carrey,200000000.0,325286646.0,Robert Zemeckis,Colin Firth,137850096.0,Animation|Drama|Family|Fantasy,Robin Wright,A Christmas Carol,200000000.0,6.8
City Island,Comedy,7.4,Raymond De Felitta,Andy Garcia,6000000.0,7878856.0,Raymond De Felitta,Curtiss Cook,6670712.0,Comedy|Drama,Ezra Miller,City Island,6000000.0,7.4
Coco Before Chanel,Biography,6.7,Anne Fontaine,Audrey Tautou,23000000.0,50812934.0,Anne Fontaine,Benoît Poelvoorde,6109075.0,Biography|Drama,Alessandro Nivola,Coco Before Chanel,19430000.0,6.7
Dead Snow,Comedy,6.3,Tommy Wirkola,Jeppe Beck Laursen,800000.0,2166797.0,Tommy Wirkola,Stig Frode Henriksen,41709.0,Comedy|Horror,Bjørn Sundquist,Dead Snow,800000.0,6.4
The Messenger,Drama,7.1,Oren Moverman,Ben Foster,6500000.0,1595417.0,Oren Moverman,Yaya DaCosta,66637.0,Drama|Romance|War,Steve Buscemi,The Messenger,6500000.0,7.2
The Soloist,Biography,6.7,Joe Wright,Jamie Foxx,60000000.0,38332994.0,Joe Wright,Stephen Root,31670931.0,Biography|Drama|Music,Robert Downey Jr.,The Soloist,60000000.0,6.7
World's Greatest Dad,Comedy,6.9,Bobcat Goldthwait,Robin Williams,,221805.0,Bobcat Goldthwait,Daryl Sabara,221210.0,Comedy|Drama,Robin Williams,World's Greatest Dad,,6.9
Whiteout,Action,5.5,Dominic Sena,Kate Beckinsale,35000000.0,17976667.0,Dominic Sena,Bashar Rahal,10268846.0,Action|Crime|Mystery|Thriller,Tom Skerritt,Whiteout,35000000.0,5.5
