Movie_Title,Director,Actors,Total_Gross,main_genre
Remember Me,Allen Coulter,"Robert Pattinson, Emilie de Ravin, Caitlyn Rund, Moisés Acevedo",$19.07M,Drama
We Bought a Zoo,Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Elle Fanning",$75.62M,Comedy
Never Let Me Go,Mark Romanek,"Keira Knightley, Carey Mulligan, Andrew Garfield, Izzy Meikle-Small",$2.43M,Drama
Madres paralelas,Pedro Almodóvar,"Penélope Cruz, Milena Smit, Israel Elejalde, Aitana Sánchez-Gijón",Gross Unkown,Drama
Runway 34,Ajay Devgn,"Ajay Devgn, Amitabh Bachchan, Rakul Preet Singh, Boman Irani",Gross Unkown,Drama
The Ides of March,George Clooney,"Paul Giamatti, George Clooney, Philip Seymour Hoffman, Ryan Gosling",$40.96M,Drama
One Night in Miami...,Regina King,"Kingsley Ben-Adir, Eli Goree, Aldis Hodge, Leslie Odom Jr.",Gross Unkown,Drama
De slag om de Schelde,Matthijs van Heijningen Jr.,"Gijs Blom, Jamie Flatters, Susan Radder, Jan Bijvoet",Gross Unkown,Drama
"Definitely, Maybe",Adam Brooks,"Ryan Reynolds, Rachel Weisz, Abigail Breslin, An Nguyen",$31.97M,Comedy
It's Kind of a Funny Story,"Directors:Anna Boden, Ryan Fleck","Keir Gilchrist, Zach Galifianakis, Emma Roberts, Dana DeVestern",$6.35M,Comedy
Forgetting Sarah Marshall,Nicholas Stoller,"Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis",$63.17M,Comedy
The Messenger,Oren Moverman,"Ben Foster, Samantha Morton, Woody Harrelson, Jena Malone",$0.07M,Drama
Everybody's Fine,Kirk Jones,"Robert De Niro, Kate Beckinsale, Sam Rockwell, Drew Barrymore",$8.86M,Adventure
The Savages,Tamara Jenkins,"Laura Linney, Philip Seymour Hoffman, Philip Bosco, Peter Friedman",$6.61M,Comedy
Brothers,Jim Sheridan,"Jake Gyllenhaal, Natalie Portman, Tobey Maguire, Sam Shepard",$28.50M,Drama
Bakjwi,Park Chan-wook,"Song Kang-ho, Kim Ok-bin, Hee-jin Choi, Seo Dong-soo",$0.30M,Drama
Vicky Cristina Barcelona,Woody Allen,"Rebecca Hall, Scarlett Johansson, Javier Bardem, Christopher Evan Welch",$23.22M,Comedy
Things We Lost in the Fire,Susanne Bier,"Halle Berry, Benicio Del Toro, Alison Lohman, David Duchovny",$3.29M,Drama
Gwoemul,Bong Joon Ho,"Song Kang-ho, Byun Hee-Bong, Park Hae-il, Bae Doona",$2.20M,Drama
Half Nelson,Ryan Fleck,"Ryan Gosling, Anthony Mackie, Shareeka Epps, Jeff Lima",$2.69M,Drama
Cashback,Sean Ellis,"Sean Biggerstaff, Emilia Fox, Michelle Ryan, Erica Ellis",$0.02M,Comedy
The Time Traveler's Wife,Robert Schwentke,"Eric Bana, Rachel McAdams, Ron Livingston, Michelle Nolden",$63.41M,Comedy
A Love Song for Bobby Long,Shainee Gabel,"Scarlett Johansson, John Travolta, Gabriel Macht, Deborah Kara Unger",$0.16M,Drama
The Dreamers,Bernardo Bertolucci,"Michael Pitt, Louis Garrel, Eva Green, Anna Chancellor",$2.53M,Drama
Monster's Ball,Marc Forster,"Billy Bob Thornton, Halle Berry, Taylor Simpson, Gabrielle Witcher",$31.25M,Drama
White Oleander,Peter Kosminsky,"Michelle Pfeiffer, Renée Zellweger, Robin Wright, Alison Lohman",$16.35M,Drama
About a Boy,"Directors:Chris Weitz, Paul Weitz","Hugh Grant, Nicholas Hoult, Toni Collette, Sharon Small",$41.39M,Comedy
Lucía y el sexo,Julio Medem,"Paz Vega, Tristán Ulloa, Najwa Nimri, Elena Anaya",$1.49M,Drama
The Believer,Henry Bean,"Ryan Gosling, Summer Phoenix, Peter Meadows, Garret Dillahunt",$0.41M,Drama
Wag the Dog,Barry Levinson,"Dustin Hoffman, Robert De Niro, Anne Heche, Woody Harrelson",$43.02M,Comedy
Beautiful Girls,Ted Demme,"Matt Dillon, Timothy Hutton, Noah Emmerich, Annabeth Gish",$10.60M,Comedy
Four Weddings and a Funeral,Mike Newell,"Hugh Grant, Andie MacDowell, James Fleet, Simon Callow",$52.70M,Comedy
Mrs. Doubtfire,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein",$219.20M,Comedy
Benny & Joon,Jeremiah S. Chechik,"Johnny Depp, Mary Stuart Masterson, Aidan Quinn, Julianne Moore",$23.20M,Comedy
Ghost,Jerry Zucker,"Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn",$217.63M,Drama
Moonstruck,Norman Jewison,"Cher, Nicolas Cage, Olympia Dukakis, Danny Aiello",$80.64M,Comedy
Nineteen Eighty-Four,Michael Radford,"John Hurt, Richard Burton, Suzanna Hamilton, Cyril Cusack",$8.40M,Drama
The Big Chill,Lawrence Kasdan,"Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt",$56.20M,Comedy
The World According to Garp,George Roy Hill,"Robin Williams, Mary Beth Hurt, Glenn Close, John Lithgow",$29.71M,Comedy
Fast Times at Ridgemont High,Amy Heckerling,"Sean Penn, Jennifer Jason Leigh, Judge Reinhold, Robert Romanus",$27.09M,Comedy
Catch-22,Mike Nichols,"Alan Arkin, Martin Balsam, Richard Benjamin, Art Garfunkel",$24.91M,Comedy
Grave,Julia Ducournau,"Garance Marillier, Ella Rumpf, Rabah Nait Oufella, Laurent Lucas",$0.51M,Drama
Er ist wieder da,David Wnendt,"Oliver Masucci, Thomas M. Köppl, Marc-Marvin Israel, David Gebigke",Gross Unkown,Comedy
To All the Boys I've Loved Before,Susan Johnson,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart",Gross Unkown,Comedy
American Honey,Andrea Arnold,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi",$0.66M,Adventure
The Little Death,Josh Lawson,"Bojana Novakovic, Josh Lawson, Damon Herriman, Kate Mulvany",$0.02M,Comedy
The One I Love,Charlie McDowell,"Mark Duplass, Elisabeth Moss, Ted Danson, Kiana Cason",$0.51M,Comedy
Fathers & Daughters,Gabriele Muccino,"Russell Crowe, Amanda Seyfried, Aaron Paul, Diane Kruger",Gross Unkown,Drama
Enough Said,Nicole Holofcener,"Julia Louis-Dreyfus, James Gandolfini, Catherine Keener, Toni Collette",$17.54M,Comedy
Aashiqui 2,Mohit Suri,"Aditya Roy Kapoor, Shraddha Kapoor, Shaad Randhawa, Salil Acharya",Gross Unkown,Drama
Holy Motors,Leos Carax,"Denis Lavant, Edith Scob, Eva Mendes, Kylie Minogue",Gross Unkown,Drama
The Upside,Neil Burger,"Kevin Hart, Bryan Cranston, Nicole Kidman, Aja Naomi King",$108.25M,Comedy
Now Is Good,Ol Parker,"Dakota Fanning, Josef Altin, Jeremy Irvine, Paddy Considine",Gross Unkown,Drama
People Like Us,Alex Kurtzman,"Chris Pine, Elizabeth Banks, Michelle Pfeiffer, Olivia Wilde",$12.41M,Comedy
One Day,Lone Scherfig,"Anne Hathaway, Jim Sturgess, Patricia Clarkson, Tom Mison",$13.84M,Drama
Perfect Sense,David Mackenzie,"Ewan McGregor, Eva Green, Lauren Tempany, Connie Nielsen",$0.00M,Drama
Passengers,Morten Tyldum,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne",$100.01M,Drama
Easy A,Will Gluck,"Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd",$58.40M,Comedy
Away We Go,Sam Mendes,"John Krasinski, Maya Rudolph, Allison Janney, Carmen Ejogo",$9.45M,Adventure
Demolition,Jean-Marc Vallée,"Jake Gyllenhaal, Naomi Watts, Chris Cooper, Judah Lewis",$1.98M,Comedy
Pieces of a Woman,Kornél Mundruczó,"Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Iliza Shlesinger",Gross Unkown,Drama
Two Lovers,James Gray,"Joaquin Phoenix, Gwyneth Paltrow, Vinessa Shaw, Anne Joyce",$3.15M,Drama
Thappad,Anubhav Sinha,"Taapsee Pannu, Pavail Gulati, Kumud Mishra, Ratna Pathak Shah",Gross Unkown,Drama
Happy-Go-Lucky,Mike Leigh,"Sally Hawkins, Alexis Zegerman, Samuel Roukin, Elliot Cowan",$3.49M,Comedy
A Serious Man,"Directors:Ethan Coen, Joel Coen","Michael Stuhlbarg, Richard Kind, Sari Lennick, Fred Melamed",$9.19M,Drama
Rabbit Hole,John Cameron Mitchell,"Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller",$2.23M,Drama
Suite Française,Saul Dibb,"Michelle Williams, Kristin Scott Thomas, Margot Robbie, Eric Godon",Gross Unkown,Drama
The Kids Are All Right,Lisa Cholodenko,"Annette Bening, Julianne Moore, Mark Ruffalo, Mia Wasikowska",$20.81M,Comedy
Marley & Me,David Frankel,"Owen Wilson, Jennifer Aniston, Eric Dane, Kathleen Turner",$143.15M,Comedy
We Are Marshall,McG,"Matthew McConaughey, Matthew Fox, Anthony Mackie, David Strathairn",$43.55M,Drama
Angel-A,Luc Besson,"Rie Rasmussen, Jamel Debbouze, Gilbert Melki, Serge Riaboukine",$0.20M,Comedy
Waitress,Adrienne Shelly,"Keri Russell, Nathan Fillion, Jeremy Sisto, Cheryl Hines",$19.07M,Comedy
P.S. I Love You,Richard LaGravenese,"Hilary Swank, Gerard Butler, Harry Connick Jr., Lisa Kudrow",$53.70M,Comedy
Hard Candy,David Slade,"Patrick Wilson, Elliot Page, Sandra Oh, Odessa Rae",$1.01M,Drama
The Merchant of Venice,Michael Radford,"Al Pacino, Joseph Fiennes, Lynn Collins, Jeremy Irons",$3.77M,Drama
Coffee and Cigarettes,Jim Jarmusch,"Bill Murray, Tom Waits, Roberto Benigni, RZA",$1.97M,Comedy
An Unfinished Life,Lasse Hallström,"Jennifer Lopez, Robert Redford, Morgan Freeman, Josh Lucas",$8.59M,Drama
If Only,Gil Junger,"Jennifer Love Hewitt, Paul Nicholls, Tom Wilkinson, Diana Hardcastle",Gross Unkown,Comedy
The Quiet American,Phillip Noyce,"Michael Caine, Brendan Fraser, Thi Hai Yen Do, Rade Serbedzija",$12.99M,Drama
Mohabbatein,Aditya Chopra,"Amitabh Bachchan, Shah Rukh Khan, Uday Chopra, Jugal Hansraj",Gross Unkown,Musical
Tigerland,Joel Schumacher,"Colin Farrell, Matthew Davis, Clifton Collins Jr., Tom Guiry",$0.14M,Drama
Ever After,Andy Tennant,"Drew Barrymore, Anjelica Huston, Dougray Scott, Patrick Godfrey",$65.71M,Comedy
Kids,Larry Clark,"Leo Fitzpatrick, Justin Pierce, Chloë Sevigny, Sarah Henderson",$7.42M,Drama
Grumpy Old Men,Donald Petrie,"Jack Lemmon, Walter Matthau, Ann-Margret, Burgess Meredith",$70.17M,Comedy
My Own Private Idaho,Gus Van Sant,"River Phoenix, Keanu Reeves, James Russo, William Richert",$6.40M,Drama
Parenthood,Ron Howard,"Steve Martin, Mary Steenburgen, Dianne Wiest, Jason Robards",$100.05M,Comedy
Some Kind of Wonderful,Howard Deutch,"Eric Stoltz, Mary Stuart Masterson, Lea Thompson, Craig Sheffer",$18.55M,Drama
Dirty Dancing,Emile Ardolino,"Patrick Swayze, Jennifer Grey, Jerry Orbach, Cynthia Rhodes",$0.62M,Drama
The Color of Money,Martin Scorsese,"Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, Helen Shaver",$52.29M,Drama
An Officer and a Gentleman,Taylor Hackford,"Richard Gere, Debra Winger, David Keith, Robert Loggia",$129.80M,Drama
The Way We Were,Sydney Pollack,"Barbra Streisand, Robert Redford, Bradford Dillman, Lois Chiles",Gross Unkown,Drama
The Half of It,Alice Wu,"Leah Lewis, Daniel Diemer, Alexxis Lemire, Wolfgang Novogratz",Gross Unkown,Comedy
Climax,Gaspar Noé,"Sofia Boutella, Romain Guillermic, Souheila Yacoub, Kiddy Smile",$0.80M,Drama
Blinded by the Light,Gurinder Chadha,"Billy Barratt, Ronak Singh Chadha Berges, Viveik Kalra, Lee Barnett",$11.90M,Comedy
Last Flag Flying,Richard Linklater,"Bryan Cranston, Laurence Fishburne, Steve Carell, J. Quinton Johnson",$0.97M,Comedy
Sorry to Bother You,Boots Riley,"LaKeith Stanfield, Tessa Thompson, Jermaine Fowler, Omari Hardwick",$17.49M,Comedy
The Meyerowitz Stories (New and Selected),Noah Baumbach,"Adam Sandler, Grace Van Patten, Dustin Hoffman, Elizabeth Marvel",Gross Unkown,Comedy
Swiss Army Man,"Directors:Dan Kwan, Daniel Scheinert","Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero",$4.21M,Comedy
Finch,Miguel Sapochnik,"Tom Hanks, Caleb Landry Jones, Marie Wagenman, Lora Martinez-Cunningham",Gross Unkown,Adventure
Crazy Rich Asians,Jon M. Chu,"Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan",$174.53M,Comedy
Camp X-Ray,Peter Sattler,"Kristen Stewart, Payman Maadi, Lane Garrison, Tara Holt",$0.01M,Drama
2 States,Abhishek Varman,"Arjun Kapoor, Alia Bhatt, Amrita Singh, Revathi",$2.22M,Comedy
A Girl Walks Home Alone at Night,Ana Lily Amirpour,"Sheila Vand, Arash Marandi, Marshall Manesh, Mozhan Marnò",Gross Unkown,Drama
Labor Day,Jason Reitman,"Kate Winslet, Josh Brolin, Gattlin Griffith, Clark Gregg",$13.36M,Drama
Nymphomaniac: Vol. I,Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf",$0.79M,Drama
Safety Not Guaranteed,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson, Karan Soni",$4.01M,Adventure
Trolljegeren,André Øvredal,"Otto Jespersen, Robert Stoltenberg, Knut Nærum, Glenn Erland Tosterud",$0.25M,Drama
Cinderella,Kenneth Branagh,"Lily James, Cate Blanchett, Richard Madden, Helena Bonham Carter",$201.15M,Adventure
Hector and the Search for Happiness,Peter Chelsom,"Simon Pegg, Rosamund Pike, Tracy-Ann Oberman, Jean Reno",$1.12M,Adventure
Frank,Lenny Abrahamson,"Michael Fassbender, Domhnall Gleeson, Maggie Gyllenhaal, Moira Brooker",$0.64M,Comedy
Another Earth,Mike Cahill,"Brit Marling, William Mapother, Matthew-Lee Erlbach, DJ Flava",$1.32M,Drama
Hesher,Spencer Susser,"Joseph Gordon-Levitt, Devin Brochu, Natalie Portman, Rainn Wilson",$0.38M,Drama
World's Greatest Dad,Bobcat Goldthwait,"Robin Williams, Daryl Sabara, Morgan Murphy, Naomi Glick",$0.22M,Comedy
Whip It,Drew Barrymore,"Elliot Page, Drew Barrymore, Kristen Wiig, Sarah Habel",$13.04M,Drama
The Wackness,Jonathan Levine,"Josh Peck, Ben Kingsley, Olivia Thirlby, Famke Janssen",$2.08M,Comedy
Water for Elephants,Francis Lawrence,"Robert Pattinson, Reese Witherspoon, Christoph Waltz, Paul Schneider",$58.71M,Drama
Ma Rainey's Black Bottom,George C. Wolfe,"Viola Davis, Chadwick Boseman, Glynn Turman, Colman Domingo",Gross Unkown,Drama
Black Snake Moan,Craig Brewer,"Christina Ricci, Samuel L. Jackson, Justin Timberlake, S. Epatha Merkerson",$9.40M,Drama
The Devil Wears Prada,David Frankel,"Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt",$124.74M,Comedy
Charlie Bartlett,Jon Poll,"Anton Yelchin, Robert Downey Jr., Hope Davis, Kat Dennings",$3.95M,Comedy
A Good Year,Ridley Scott,"Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard",$7.46M,Comedy
Syriana,Stephen Gaghan,"George Clooney, Matt Damon, Amanda Peet, Kayvan Novak",$50.82M,Drama
Calendar Girls,Nigel Cole,"Helen Mirren, Julie Walters, Penelope Wilton, John Alderton",$31.04M,Comedy
The Cooler,Wayne Kramer,"William H. Macy, Maria Bello, Alec Baldwin, Shawn Hatosy",$8.24M,Drama
Igby Goes Down,Burr Steers,"Kieran Culkin, Susan Sarandon, Jeff Goldblum, Claire Danes",$4.68M,Comedy
Secretary,Steven Shainberg,"James Spader, Maggie Gyllenhaal, Jeremy Davies, Lesley Ann Warren",$4.06M,Comedy
The Majestic,Frank Darabont,"Jim Carrey, Martin Landau, Bob Balaban, Jeffrey DeMunn",$27.81M,Drama
The Rookie,John Lee Hancock,"Dennis Quaid, JD Evermore, Rachel Griffiths, Jay Hernandez",$75.60M,Drama
Shadow of the Vampire,E. Elias Merhige,"John Malkovich, Willem Dafoe, Udo Kier, Cary Elwes",$8.29M,Drama
Bicentennial Man,Chris Columbus,"Robin Williams, Embeth Davidtz, Sam Neill, Oliver Platt",$58.22M,Drama
Any Given Sunday,Oliver Stone,"Al Pacino, Dennis Quaid, Cameron Diaz, James Woods",$75.53M,Drama
He Got Game,Spike Lee,"Denzel Washington, Milla Jovovich, Ray Allen, Rosario Dawson",$21.55M,Drama
What Dreams May Come,Vincent Ward,"Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow",$55.49M,Drama
Velvet Goldmine,Todd Haynes,"Ewan McGregor, Jonathan Rhys Meyers, Christian Bale, Toni Collette",$1.05M,Drama
That Thing You Do!,Tom Hanks,"Tom Hanks, Liv Tyler, Charlize Theron, Tom Everett Scott",$25.81M,Comedy
Fly Away Home,Carroll Ballard,"Jeff Daniels, Anna Paquin, Dana Delany, Terry Kinney",$24.51M,Adventure
Babe,Chris Noonan,"James Cromwell, Magda Szubanski, Christine Cavanaugh, Miriam Margolyes",$66.60M,Comedy
Homeward Bound: The Incredible Journey,Duwayne Dunham,"Michael J. Fox, Sally Field, Don Alder, Ed Bernard",$41.83M,Adventure
Naked Lunch,David Cronenberg,"Peter Weller, Judy Davis, Ian Holm, Julian Sands",$2.54M,Drama
My Girl,Howard Zieff,"Anna Chlumsky, Macaulay Culkin, Dan Aykroyd, Jamie Lee Curtis",$59.85M,Comedy
Scrooged,Richard Donner,"Bill Murray, Karen Allen, John Forsythe, John Glover",$60.33M,Comedy
Beaches,Garry Marshall,"Bette Midler, Barbara Hershey, John Heard, Spalding Gray",$57.04M,Comedy
Fatal Attraction,Adrian Lyne,"Michael Douglas, Glenn Close, Anne Archer, Ellen Latzen",$156.65M,Drama
Ladyhawke,Richard Donner,"Matthew Broderick, Rutger Hauer, Michelle Pfeiffer, Leo McKern",$18.43M,Adventure
Ultimo tango a Parigi,Bernardo Bertolucci,"Marlon Brando, Maria Schneider, Maria Michi, Giovanna Galletti",$36.14M,Drama
Play Misty for Me,Clint Eastwood,"Clint Eastwood, Jessica Walter, Donna Mills, John Larch",$11.80M,Drama
Love Story,Arthur Hiller,"Ali MacGraw, Ryan O'Neal, John Marley, Ray Milland",$106.40M,Drama
Arctic,Joe Penna,"Mads Mikkelsen, Maria Thelma Smáradóttir, Tintrinai Thikhasuk",$2.41M,Adventure
A Ghost Story,David Lowery,"Casey Affleck, Rooney Mara, McColm Cephas Jr., Kenneisha Thompson",$1.60M,Drama
Calibre,Matt Palmer,"Jack Lowden, Martin McCann, Tony Curran, Ian Pirie",Gross Unkown,Drama
Wildlife,Paul Dano,"Ed Oxenbould, Jake Gyllenhaal, Carey Mulligan, Travis W Bruyer",$1.03M,Drama
To the Bone,Marti Noxon,"Rebekah Kennedy, Lily Collins, Dana L. Wilson, Ziah Colon",Gross Unkown,Drama
Under the Shadow,Babak Anvari,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Arash Marandi",$0.03M,Drama
The Diary of a Teenage Girl,Marielle Heller,"Bel Powley, Alexander Skarsgård, Kristen Wiig, Christopher Meloni",$1.48M,Comedy
Man Up,Ben Palmer,"Lake Bell, Rory Kinnear, Ken Stott, Harriet Walter",Gross Unkown,Comedy
Draft Day,Ivan Reitman,"Kevin Costner, Chadwick Boseman, Jennifer Garner, Frank Langella",$28.83M,Drama
Trouble with the Curve,Robert Lorenz,"Clint Eastwood, Amy Adams, John Goodman, Justin Timberlake",$35.76M,Drama
The First Time,Jonathan Kasdan,"Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville",$0.02M,Comedy
Stoker,Park Chan-wook,"Mia Wasikowska, Nicole Kidman, Matthew Goode, Dermot Mulroney",$1.70M,Drama
The Vow,Michael Sucsy,"Rachel McAdams, Channing Tatum, Sam Neill, Jessica Lange",$125.01M,Drama
Contagion,Steven Soderbergh,"Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow",$75.66M,Drama
The Skeleton Twins,Craig Johnson,"Kristen Wiig, Bill Hader, Luke Wilson, Ty Burrell",$5.28M,Comedy
Anonymous,Roland Emmerich,"Rhys Ifans, Vanessa Redgrave, David Thewlis, Sebastian Armesto",$4.46M,Drama
Goon,Michael Dowse,"Seann William Scott, Jay Baruchel, Alison Pill, Eugene Levy",$4.17M,Comedy
Salmon Fishing in the Yemen,Lasse Hallström,"Ewan McGregor, Emily Blunt, Amr Waked, Kristin Scott Thomas",$9.03M,Comedy
The Debt,John Madden,"Helen Mirren, Sam Worthington, Tom Wilkinson, Jessica Chastain",$31.18M,Drama
Adventureland,Greg Mottola,"Jesse Eisenberg, Kristen Stewart, Ryan Reynolds, Martin Starr",$16.03M,Comedy
Sunshine Cleaning,Christine Jeffs,"Amy Adams, Emily Blunt, Alan Arkin, Jason Spevack",$12.06M,Comedy
Rendition,Gavin Hood,"Reese Witherspoon, Jake Gyllenhaal, Peter Sarsgaard, Alan Arkin",$9.74M,Drama
Dan in Real Life,Peter Hedges,"Steve Carell, Juliette Binoche, Dane Cook, Alison Pill",$47.64M,Comedy
The Tree of Life,Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",$13.30M,Drama
The Hunting Party,Richard Shepard,"Richard Gere, Terrence Howard, Jesse Eisenberg, Gordana Vukres",$0.97M,Adventure
Before We Go,Chris Evans,"Chris Evans, Alice Eve, Emma Fitzpatrick, John Cullum",$0.04M,Comedy
The Lake House,Alejandro Agresti,"Keanu Reeves, Sandra Bullock, Christopher Plummer, Ebon Moss-Bachrach",$52.33M,Drama
Primer,Shane Carruth,"Shane Carruth, David Sullivan, Casey Gooden, Anand Upadhyaya",$0.42M,Drama
50 First Dates,Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin",$120.91M,Comedy
Thirteen,Catherine Hardwicke,"Evan Rachel Wood, Holly Hunter, Nikki Reed, Vanessa Hudgens",$4.60M,Drama
Rent,Chris Columbus,"Taye Diggs, Wilson Jermaine Heredia, Rosario Dawson, Anthony Rapp",$29.08M,Drama
One Hour Photo,Mark Romanek,"Robin Williams, Connie Nielsen, Michael Vartan, Dylan Smith",$31.60M,Drama
The Family Man,Brett Ratner,"Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven",$75.79M,Comedy
Ginger Snaps,John Fawcett,"Emily Perkins, Katharine Isabelle, Kris Lemche, Mimi Rogers",$0.00M,Drama
Bringing Out the Dead,Martin Scorsese,"Nicolas Cage, Patricia Arquette, John Goodman, Ving Rhames",$16.64M,Drama
Idioterne,Lars von Trier,"Bodil Jørgensen, Jens Albinus, Anne Louise Hassing, Troels Lyby",$0.01M,Comedy
Cruel Intentions,Roger Kumble,"Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon, Selma Blair",$38.33M,Drama
Stepmom,Chris Columbus,"Julia Roberts, Susan Sarandon, Ed Harris, Jena Malone",$91.14M,Comedy
Lolita,Adrian Lyne,"Jeremy Irons, Dominique Swain, Melanie Griffith, Frank Langella",$1.40M,Drama
Great Expectations,Alfonso Cuarón,"Ethan Hawke, Gwyneth Paltrow, Hank Azaria, Chris Cooper",$26.33M,Drama
Bulworth,Warren Beatty,"Warren Beatty, Halle Berry, Kimberly Deauna Adams, Vinny Argiro",$26.53M,Comedy
The Ghost and the Darkness,Stephen Hopkins,"Michael Douglas, Val Kilmer, Tom Wilkinson, John Kani",$38.62M,Adventure
The American President,Rob Reiner,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox",$65.00M,Comedy
Sleepless in Seattle,Nora Ephron,"Tom Hanks, Meg Ryan, Ross Malinger, Rita Wilson",$126.53M,Comedy
Working Girl,Mike Nichols,"Melanie Griffith, Harrison Ford, Sigourney Weaver, Alec Baldwin",$64.00M,Comedy
Heartbreak Ridge,Clint Eastwood,"Clint Eastwood, Marsha Mason, Everett McGill, Moses Gunn",$42.72M,Drama
Rocky IV,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers",$127.87M,Drama
Rocky III,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers",$125.05M,Drama
Saturday Night Fever,John Badham,"John Travolta, Karen Lynn Gorney, Barry Miller, Joseph Cali",$94.21M,Drama
Emma.,Autumn de Wilde,"Anya Taylor-Joy, Johnny Flynn, Mia Goth, Josh O'Connor",Gross Unkown,Comedy
Three Thousand Years of Longing,George Miller,"Tilda Swinton, Idris Elba, Erdil Yasaroglu, Sarah Houbolt",Gross Unkown,Drama
The Lost Daughter,Maggie Gyllenhaal,"Olivia Colman, Jessie Buckley, Dakota Johnson, Ed Harris",Gross Unkown,Drama
The Way Back,Gavin O'Connor,"Ben Affleck, Al Madrigal, Janina Gavankar, Michaela Watkins",Gross Unkown,Drama
